Campaign,Channel,Date,Impressions,Clicks,Leads,Conversions,Spend,CTR,CPC,CPL,CPA,ConversionRate,LeadRate,Revenue,ROAS,Country,Device,AgeGroup,Gender,AdSet,Creative,UTM_Source,UTM_Medium
Summer Fest,LinkedIn,2025-09-06,171317,13704,6058,2192,6341.58,8.0,0.46,1.05,2.89,36.18,44.21,4391217.42,692.45,India,Mobile,25-34,Female,Cold Lookalike,Static Image 1,facebook,display
Freedom Sale,Google Ads,2025-08-04,159226,15015,4265,21,10121.54,9.43,0.67,2.37,481.98,0.49,28.4,27745.97,2.74,UK,Mobile,18-24,Female,Warm Audience,Video Creative B,instagram,paid_social
Summer Fest,LinkedIn,2025-10-16,189854,2849,1035,513,20268.49,1.5,7.11,19.58,39.51,49.57,36.33,695847.96,34.33,UAE,Tablet,35-44,Female,Warm Audience,Reel Format,linkedin,display
New Year Promo,Google Ads,2025-10-05,106209,10440,3533,1486,31052.0,9.83,2.97,8.79,20.9,42.06,33.84,1954508.97,62.94,Singapore,Mobile,45-54,Other,Cold Lookalike,Video Creative B,facebook,display
Freedom Sale,Google Ads,2025-09-04,55813,3297,839,48,18510.81,5.91,5.61,22.06,385.64,5.72,25.45,33500.38,1.81,UK,Desktop,55+,Male,Retargeting,Static Image 1,instagram,display
Diwali Blast Sale,YouTube,2025-08-03,129592,1004,439,67,26454.17,0.77,26.35,60.26,394.84,15.26,43.73,84363.9,3.19,UK,Mobile,45-54,Female,Warm Audience,Static Image 2,google,display
Big Weekend Push,Google Ads,2025-11-11,166639,3516,1477,498,10456.18,2.11,2.97,7.08,21.0,33.72,42.01,386910.5,37.0,USA,Tablet,45-54,Male,Retargeting,Carousel Ad,linkedin,paid_social
New Year Promo,YouTube,2025-08-21,169324,15412,2329,1230,20537.51,9.1,1.33,8.82,16.7,52.81,15.11,2997283.47,145.94,India,Mobile,55+,Male,Website Visitors,Video Creative A,youtube,organic
New Year Promo,LinkedIn,2025-08-16,130182,9320,1651,491,22651.49,7.16,2.43,13.72,46.13,29.74,17.71,454071.77,20.05,UK,Tablet,35-44,Other,App Users,Reel Format,google,display
New Year Promo,YouTube,2025-09-20,59725,1120,326,131,18072.65,1.88,16.14,55.44,137.96,40.18,29.11,194907.47,10.78,USA,Desktop,18-24,Male,High Intent Segment,Video Creative A,facebook,paid_social
Big Weekend Push,Facebook,2025-08-29,60633,6145,2443,708,28428.23,10.13,4.63,11.64,40.15,28.98,39.76,735419.2,25.87,USA,Tablet,45-54,Female,Cold Lookalike,Static Image 2,linkedin,organic
Summer Fest,Google Ads,2025-10-22,9532,1013,127,60,5206.59,10.63,5.14,41.0,86.78,47.24,12.54,237923.98,45.7,USA,Tablet,25-34,Male,High Intent Segment,Video Creative B,facebook,paid_social
New Year Promo,Instagram,2025-07-23,42153,580,70,16,19196.99,1.38,33.1,274.24,1199.81,22.86,12.07,76642.27,3.99,Singapore,Mobile,25-34,Male,Retargeting,Video Creative A,linkedin,organic
Back to School,YouTube,2025-10-18,183678,14333,2052,1171,5757.39,7.8,0.4,2.81,4.92,57.07,14.32,1732521.87,300.92,UAE,Tablet,35-44,Other,Warm Audience,Carousel Ad,instagram,display
New Year Promo,YouTube,2025-11-12,195824,13128,2773,1025,29493.74,6.7,2.25,10.64,28.77,36.96,21.12,4428109.6,150.14,Singapore,Mobile,35-44,Male,Retargeting,Static Image 2,instagram,organic
Freedom Sale,YouTube,2025-07-20,77339,1043,92,19,2201.12,1.35,2.11,23.93,115.85,20.65,8.82,94876.74,43.1,UAE,Tablet,18-24,Other,Cold Lookalike,Reel Format,youtube,organic
Diwali Blast Sale,Instagram,2025-10-13,27282,1495,368,45,11117.47,5.48,7.44,30.21,247.05,12.23,24.62,97545.06,8.77,UAE,Desktop,35-44,Other,High Intent Segment,Static Image 2,google,organic
Freedom Sale,Instagram,2025-09-14,140555,3063,1023,243,34121.79,2.18,11.14,33.35,140.42,23.75,33.4,461560.74,13.53,UAE,Mobile,55+,Female,Warm Audience,Carousel Ad,instagram,cpc
Big Weekend Push,LinkedIn,2025-09-26,111853,9578,1056,400,20427.26,8.56,2.13,19.34,51.07,37.88,11.03,1163898.95,56.98,UAE,Mobile,45-54,Female,App Users,Video Creative A,facebook,cpc
Freedom Sale,Instagram,2025-10-06,162021,191,76,36,30129.37,0.12,157.75,396.44,836.93,47.37,39.79,93060.77,3.09,Singapore,Mobile,25-34,Male,Website Visitors,Static Image 2,instagram,organic
New Year Promo,Instagram,2025-09-09,18987,1065,75,25,12817.48,5.61,12.04,170.9,512.7,33.33,7.04,57893.88,4.52,India,Desktop,35-44,Female,Website Visitors,Video Creative A,google,organic
Back to School,Instagram,2025-08-27,129381,6345,1351,567,8021.96,4.9,1.26,5.94,14.15,41.97,21.29,1136904.1,141.72,India,Mobile,18-24,Other,Cold Lookalike,Static Image 2,instagram,paid_social
Freedom Sale,Google Ads,2025-11-04,68530,3906,480,145,28959.54,5.7,7.41,60.33,199.72,30.21,12.29,541158.33,18.69,Singapore,Mobile,25-34,Other,Retargeting,Video Creative B,youtube,cpc
Freedom Sale,Google Ads,2025-08-27,45871,2008,318,119,14204.4,4.38,7.07,44.67,119.36,37.42,15.84,111716.12,7.86,UAE,Mobile,35-44,Male,App Users,Static Image 1,linkedin,organic
Diwali Blast Sale,YouTube,2025-08-06,53226,689,110,66,29718.47,1.29,43.13,270.17,450.28,60.0,15.97,235087.56,7.91,India,Mobile,35-44,Male,App Users,Carousel Ad,google,paid_social
Freedom Sale,Google Ads,2025-08-28,71258,5422,1675,237,17429.98,7.61,3.21,10.41,73.54,14.15,30.89,1076374.07,61.75,India,Mobile,25-34,Female,High Intent Segment,Video Creative A,facebook,organic
Freedom Sale,Google Ads,2025-09-28,84030,9096,555,1,13001.87,10.82,1.43,23.43,13001.87,0.18,6.1,3791.25,0.29,Singapore,Tablet,55+,Female,Website Visitors,Carousel Ad,facebook,cpc
Back to School,Facebook,2025-09-17,196900,20806,352,121,15075.81,10.57,0.72,42.83,124.59,34.38,1.69,300630.72,19.94,Singapore,Tablet,25-34,Other,High Intent Segment,Static Image 2,youtube,paid_social
Back to School,Instagram,2025-11-14,188095,8763,3569,1497,21614.65,4.66,2.47,6.06,14.44,41.94,40.73,6864735.0,317.6,USA,Mobile,45-54,Male,Website Visitors,Video Creative A,facebook,cpc
Back to School,YouTube,2025-09-05,75977,3947,52,7,15152.81,5.19,3.84,291.4,2164.69,13.46,1.32,18577.28,1.23,India,Mobile,55+,Male,Warm Audience,Video Creative B,instagram,cpc
Diwali Blast Sale,Instagram,2025-10-14,79935,2398,86,15,16941.53,3.0,7.06,196.99,1129.44,17.44,3.59,8087.12,0.48,Singapore,Desktop,45-54,Male,Cold Lookalike,Reel Format,facebook,organic
Back to School,LinkedIn,2025-09-07,157263,11902,3203,540,28285.47,7.57,2.38,8.83,52.38,16.86,26.91,1364024.92,48.22,India,Mobile,55+,Female,High Intent Segment,Reel Format,linkedin,display
Summer Fest,Google Ads,2025-09-05,53951,4443,825,222,17328.92,8.24,3.9,21.0,78.06,26.91,18.57,583480.38,33.67,Singapore,Desktop,18-24,Other,Website Visitors,Carousel Ad,google,organic
Big Weekend Push,LinkedIn,2025-07-30,34686,1259,190,69,31531.28,3.63,25.04,165.95,456.98,36.32,15.09,90222.56,2.86,UAE,Mobile,55+,Female,Cold Lookalike,Reel Format,instagram,paid_social
Back to School,LinkedIn,2025-10-06,110497,7303,2893,1594,2617.12,6.61,0.36,0.9,1.64,55.1,39.61,4763626.59,1820.18,India,Desktop,55+,Male,Retargeting,Carousel Ad,google,paid_social
Big Weekend Push,YouTube,2025-09-06,31997,445,26,14,27883.02,1.39,62.66,1072.42,1991.64,53.85,5.84,8312.11,0.3,UK,Tablet,45-54,Female,Warm Audience,Video Creative A,instagram,display
New Year Promo,Google Ads,2025-08-24,137753,14634,987,292,14964.29,10.62,1.02,15.16,51.25,29.58,6.74,819688.45,54.78,Singapore,Desktop,25-34,Male,App Users,Static Image 2,linkedin,cpc
Summer Fest,YouTube,2025-10-22,183992,18200,5207,1892,24501.57,9.89,1.35,4.71,12.95,36.34,28.61,4785768.26,195.32,India,Mobile,35-44,Male,High Intent Segment,Reel Format,linkedin,paid_social
Back to School,Facebook,2025-10-18,80987,4142,1893,303,19335.8,5.11,4.67,10.21,63.81,16.01,45.7,281508.0,14.56,USA,Tablet,35-44,Female,Warm Audience,Video Creative B,google,display
Summer Fest,Facebook,2025-08-02,191500,1136,272,155,20704.01,0.59,18.23,76.12,133.57,56.99,23.94,491559.88,23.74,UAE,Desktop,18-24,Male,Warm Audience,Static Image 2,linkedin,cpc
Freedom Sale,Google Ads,2025-10-17,21285,2474,862,487,17586.31,11.62,7.11,20.4,36.11,56.5,34.84,2320855.99,131.97,UAE,Tablet,18-24,Other,Cold Lookalike,Carousel Ad,facebook,cpc
Summer Fest,Instagram,2025-09-05,158236,5299,2132,494,7857.02,3.35,1.48,3.69,15.9,23.17,40.23,410550.9,52.25,UAE,Desktop,45-54,Other,Retargeting,Video Creative B,instagram,paid_social
Freedom Sale,Google Ads,2025-09-11,100545,5753,547,296,16670.2,5.72,2.9,30.48,56.32,54.11,9.51,1347135.37,80.81,UAE,Mobile,55+,Male,Warm Audience,Reel Format,youtube,cpc
Diwali Blast Sale,YouTube,2025-08-11,10998,314,12,6,13796.5,2.86,43.94,1149.71,2299.42,50.0,3.82,20496.47,1.49,UK,Mobile,18-24,Male,Cold Lookalike,Reel Format,facebook,cpc
Big Weekend Push,Instagram,2025-11-13,57107,4263,988,433,15572.33,7.46,3.65,15.76,35.96,43.83,23.18,465804.47,29.91,UK,Tablet,45-54,Female,Cold Lookalike,Static Image 1,facebook,cpc
Summer Fest,LinkedIn,2025-11-02,161890,5340,2173,863,9041.58,3.3,1.69,4.16,10.48,39.71,40.69,3027423.05,334.83,Singapore,Mobile,45-54,Female,Retargeting,Static Image 2,youtube,paid_social
New Year Promo,Google Ads,2025-10-13,198910,19632,8443,1217,33330.98,9.87,1.7,3.95,27.39,14.41,43.01,5894251.64,176.84,USA,Mobile,45-54,Male,Retargeting,Reel Format,instagram,paid_social
New Year Promo,LinkedIn,2025-09-11,34827,1238,556,284,30637.43,3.55,24.75,55.1,107.88,51.08,44.91,955191.83,31.18,UK,Tablet,45-54,Female,App Users,Video Creative B,facebook,display
Freedom Sale,YouTube,2025-08-10,172399,8783,3788,181,18944.43,5.09,2.16,5.0,104.67,4.78,43.13,675092.15,35.64,USA,Tablet,45-54,Other,Warm Audience,Carousel Ad,youtube,display
New Year Promo,YouTube,2025-09-20,28122,1024,57,13,14298.54,3.64,13.96,250.85,1099.89,22.81,5.57,58287.11,4.08,UAE,Tablet,45-54,Female,Cold Lookalike,Static Image 2,google,display
Summer Fest,Facebook,2025-07-23,194314,18558,371,76,23190.68,9.55,1.25,62.51,305.14,20.49,2.0,113149.0,4.88,UK,Desktop,55+,Other,Cold Lookalike,Video Creative A,instagram,paid_social
Diwali Blast Sale,YouTube,2025-10-08,159862,4877,2246,1075,12954.2,3.05,2.66,5.77,12.05,47.86,46.05,4016726.65,310.07,UK,Desktop,45-54,Female,Cold Lookalike,Video Creative B,google,display
Back to School,Instagram,2025-11-15,191508,21820,6814,2181,6550.2,11.39,0.3,0.96,3.0,32.01,31.23,1189555.56,181.61,Singapore,Desktop,18-24,Male,Cold Lookalike,Carousel Ad,google,organic
Freedom Sale,Facebook,2025-11-15,24948,2350,574,156,5661.91,9.42,2.41,9.86,36.29,27.18,24.43,91218.22,16.11,USA,Desktop,55+,Other,Retargeting,Static Image 2,youtube,organic
Back to School,YouTube,2025-07-23,101962,2647,61,7,31063.18,2.6,11.74,509.23,4437.6,11.48,2.3,34240.0,1.1,Singapore,Desktop,18-24,Male,Retargeting,Static Image 2,google,organic
Diwali Blast Sale,Facebook,2025-10-17,146341,1509,141,25,5456.74,1.03,3.62,38.7,218.27,17.73,9.34,29385.97,5.39,UK,Tablet,18-24,Female,Website Visitors,Static Image 1,instagram,paid_social
Diwali Blast Sale,YouTube,2025-07-29,107941,12140,3097,1725,28890.14,11.25,2.38,9.33,16.75,55.7,25.51,4896045.67,169.47,India,Mobile,45-54,Male,High Intent Segment,Static Image 1,linkedin,paid_social
New Year Promo,YouTube,2025-08-27,70670,3204,23,11,8423.45,4.53,2.63,366.24,765.77,47.83,0.72,21470.53,2.55,UK,Desktop,35-44,Female,Retargeting,Video Creative B,linkedin,display
Back to School,Facebook,2025-07-25,113535,7423,895,6,21036.34,6.54,2.83,23.5,3506.06,0.67,12.06,29981.33,1.43,UAE,Desktop,45-54,Female,High Intent Segment,Carousel Ad,facebook,cpc
Summer Fest,Instagram,2025-09-13,149172,12925,1737,930,18988.56,8.66,1.47,10.93,20.42,53.54,13.44,1728952.11,91.05,UK,Mobile,55+,Female,Cold Lookalike,Reel Format,facebook,display
Summer Fest,Google Ads,2025-07-25,96263,5834,103,52,25156.46,6.06,4.31,244.24,483.78,50.49,1.77,129360.88,5.14,USA,Mobile,55+,Male,Retargeting,Carousel Ad,instagram,organic
Big Weekend Push,Google Ads,2025-10-29,159521,12780,4342,2151,28444.58,8.01,2.23,6.55,13.22,49.54,33.97,6420360.88,225.71,UK,Desktop,45-54,Female,Warm Audience,Static Image 1,linkedin,cpc
Summer Fest,YouTube,2025-09-01,162430,4796,1684,355,6114.25,2.95,1.27,3.63,17.22,21.08,35.11,1732290.58,283.32,Singapore,Desktop,18-24,Other,Warm Audience,Static Image 2,linkedin,paid_social
Freedom Sale,Facebook,2025-08-13,189283,6350,983,219,34504.51,3.35,5.43,35.1,157.55,22.28,15.48,851781.85,24.69,USA,Tablet,35-44,Male,Website Visitors,Video Creative B,linkedin,paid_social
Back to School,Google Ads,2025-08-08,85473,2390,784,62,10258.32,2.8,4.29,13.08,165.46,7.91,32.8,288089.13,28.08,UK,Mobile,55+,Female,Retargeting,Video Creative A,linkedin,display
Big Weekend Push,Instagram,2025-09-18,85822,6288,1933,973,17461.43,7.33,2.78,9.03,17.95,50.34,30.74,1689386.81,96.75,India,Mobile,35-44,Female,Retargeting,Static Image 1,google,paid_social
Back to School,Instagram,2025-08-14,144615,4004,779,146,16075.47,2.77,4.01,20.64,110.11,18.74,19.46,218142.47,13.57,UAE,Mobile,35-44,Male,High Intent Segment,Reel Format,facebook,display
Diwali Blast Sale,Google Ads,2025-08-04,192577,3410,1346,458,3037.89,1.77,0.89,2.26,6.63,34.03,39.47,1161927.15,382.48,India,Mobile,55+,Female,App Users,Video Creative B,youtube,display
Summer Fest,LinkedIn,2025-08-04,33739,3306,442,71,2768.4,9.8,0.84,6.26,38.99,16.06,13.37,190865.93,68.94,India,Desktop,45-54,Other,Website Visitors,Carousel Ad,youtube,display
Big Weekend Push,Facebook,2025-09-07,38154,1555,53,15,32844.14,4.08,21.12,619.7,2189.61,28.3,3.41,64421.87,1.96,UAE,Mobile,25-34,Other,Cold Lookalike,Video Creative B,youtube,paid_social
Back to School,Facebook,2025-10-19,50211,2121,896,462,7757.69,4.22,3.66,8.66,16.79,51.56,42.24,2034368.68,262.24,Singapore,Desktop,18-24,Male,App Users,Static Image 1,google,paid_social
Back to School,Instagram,2025-11-11,60209,1711,465,166,29393.86,2.84,17.18,63.21,177.07,35.7,27.18,548114.16,18.65,UAE,Tablet,25-34,Male,App Users,Carousel Ad,youtube,paid_social
Diwali Blast Sale,Google Ads,2025-10-27,66645,5952,2144,412,8804.04,8.93,1.48,4.11,21.37,19.22,36.02,1882980.85,213.88,UAE,Tablet,18-24,Other,Cold Lookalike,Video Creative A,instagram,paid_social
Summer Fest,Instagram,2025-08-21,144771,7091,1421,109,21203.52,4.9,2.99,14.92,194.53,7.67,20.04,198413.37,9.36,USA,Tablet,35-44,Female,Cold Lookalike,Static Image 2,instagram,cpc
Big Weekend Push,Google Ads,2025-08-22,147289,17141,6461,442,29302.55,11.64,1.71,4.54,66.3,6.84,37.69,546892.3,18.66,UK,Tablet,18-24,Female,Warm Audience,Reel Format,instagram,display
Back to School,Facebook,2025-09-12,184707,4420,2112,654,33523.88,2.39,7.58,15.87,51.26,30.97,47.78,1352377.58,40.34,India,Tablet,25-34,Female,High Intent Segment,Video Creative A,youtube,cpc
Back to School,Facebook,2025-11-05,165918,8511,2408,144,20939.25,5.13,2.46,8.7,145.41,5.98,28.29,388545.82,18.56,UK,Mobile,35-44,Other,Website Visitors,Video Creative A,google,paid_social
New Year Promo,YouTube,2025-09-02,13389,1492,29,11,11755.75,11.14,7.88,405.37,1068.7,37.93,1.94,39176.11,3.33,UAE,Mobile,55+,Other,Warm Audience,Video Creative B,google,paid_social
Freedom Sale,Facebook,2025-08-02,29013,344,151,19,23303.69,1.19,67.74,154.33,1226.51,12.58,43.9,92092.89,3.95,UK,Tablet,25-34,Female,App Users,Reel Format,facebook,cpc
Back to School,LinkedIn,2025-08-16,188113,11592,4921,360,22515.8,6.16,1.94,4.58,62.54,7.32,42.45,1756056.95,77.99,USA,Mobile,18-24,Other,Retargeting,Static Image 1,linkedin,paid_social
Summer Fest,YouTube,2025-10-13,151654,12652,3199,551,34473.93,8.34,2.72,10.78,62.57,17.22,25.28,293129.98,8.5,Singapore,Tablet,25-34,Female,Retargeting,Video Creative B,linkedin,cpc
Back to School,Facebook,2025-10-18,151255,7349,1749,290,19047.63,4.86,2.59,10.89,65.68,16.58,23.8,1298482.2,68.17,Singapore,Desktop,45-54,Other,Retargeting,Video Creative A,facebook,display
Summer Fest,LinkedIn,2025-08-22,47658,3938,1362,519,28909.58,8.26,7.34,21.23,55.7,38.11,34.59,1046267.91,36.19,USA,Desktop,55+,Other,Warm Audience,Reel Format,youtube,cpc
Summer Fest,YouTube,2025-09-28,146095,14140,6757,1487,23442.0,9.68,1.66,3.47,15.76,22.01,47.79,2395829.68,102.2,USA,Mobile,45-54,Female,Warm Audience,Reel Format,google,cpc
New Year Promo,Google Ads,2025-07-26,146985,1808,892,110,24249.4,1.23,13.41,27.19,220.45,12.33,49.34,304748.46,12.57,India,Desktop,25-34,Female,Retargeting,Video Creative B,google,organic
Freedom Sale,Facebook,2025-08-14,73350,5824,2301,1102,11383.36,7.94,1.95,4.95,10.33,47.89,39.51,2861512.75,251.38,India,Tablet,25-34,Male,Cold Lookalike,Video Creative A,google,cpc
New Year Promo,Instagram,2025-09-30,138165,11146,1483,865,16343.25,8.07,1.47,11.02,18.89,58.33,13.31,3172562.6,194.12,UAE,Desktop,55+,Male,App Users,Static Image 2,instagram,cpc
New Year Promo,LinkedIn,2025-08-16,179564,17268,5052,2625,31242.55,9.62,1.81,6.18,11.9,51.96,29.26,12215477.27,390.99,Singapore,Mobile,45-54,Male,Cold Lookalike,Video Creative B,youtube,paid_social
Diwali Blast Sale,Google Ads,2025-08-30,184315,13194,121,55,28286.07,7.16,2.14,233.77,514.29,45.45,0.92,238433.62,8.43,India,Mobile,18-24,Female,Website Visitors,Video Creative A,facebook,display
New Year Promo,LinkedIn,2025-11-02,68231,5986,2031,494,25322.05,8.77,4.23,12.47,51.26,24.32,33.93,724884.07,28.63,USA,Mobile,18-24,Other,Retargeting,Video Creative B,facebook,organic
Big Weekend Push,LinkedIn,2025-11-15,184401,19208,4701,223,25520.01,10.42,1.33,5.43,114.44,4.74,24.47,552018.54,21.63,India,Mobile,55+,Other,High Intent Segment,Static Image 2,facebook,display
Freedom Sale,LinkedIn,2025-11-12,128595,5596,1539,193,22353.34,4.35,3.99,14.52,115.82,12.54,27.5,160700.46,7.19,UAE,Desktop,45-54,Other,Retargeting,Reel Format,youtube,paid_social
New Year Promo,Google Ads,2025-10-20,186494,9639,3421,1588,34183.79,5.17,3.55,9.99,21.53,46.42,35.49,1678675.4,49.11,India,Tablet,45-54,Male,Cold Lookalike,Static Image 1,youtube,cpc
Freedom Sale,LinkedIn,2025-10-26,44046,3761,1320,37,11145.29,8.54,2.96,8.44,301.22,2.8,35.1,25855.81,2.32,Singapore,Mobile,35-44,Female,Warm Audience,Static Image 1,youtube,display
Diwali Blast Sale,YouTube,2025-08-05,112812,10550,1991,1179,6365.02,9.35,0.6,3.2,5.4,59.22,18.87,3798261.29,596.74,India,Tablet,25-34,Other,High Intent Segment,Carousel Ad,linkedin,organic
Big Weekend Push,Google Ads,2025-07-27,192974,20681,6436,1905,20119.63,10.72,0.97,3.13,10.56,29.6,31.12,6885830.47,342.24,UK,Tablet,18-24,Other,Retargeting,Carousel Ad,youtube,cpc
Back to School,YouTube,2025-08-08,193596,5732,1759,700,17874.96,2.96,3.12,10.16,25.54,39.8,30.69,1803753.42,100.91,Singapore,Tablet,18-24,Male,Retargeting,Static Image 1,youtube,cpc
Diwali Blast Sale,Facebook,2025-11-14,42213,2661,15,6,5247.51,6.3,1.97,349.83,874.59,40.0,0.56,29487.3,5.62,Singapore,Tablet,55+,Female,App Users,Video Creative B,youtube,cpc
Big Weekend Push,YouTube,2025-11-05,150876,5192,507,226,16502.92,3.44,3.18,32.55,73.02,44.58,9.77,1042269.67,63.16,Singapore,Mobile,55+,Male,Cold Lookalike,Video Creative A,facebook,cpc
Back to School,Facebook,2025-11-03,11134,966,466,182,3739.49,8.68,3.87,8.02,20.55,39.06,48.24,475899.91,127.26,UAE,Tablet,55+,Male,Cold Lookalike,Video Creative B,instagram,paid_social
Freedom Sale,Facebook,2025-08-28,117366,11820,2419,702,27346.89,10.07,2.31,11.31,38.96,29.02,20.47,2766506.83,101.16,UAE,Mobile,35-44,Male,App Users,Video Creative A,google,organic
Big Weekend Push,Google Ads,2025-07-27,124491,6038,1725,910,18628.98,4.85,3.09,10.8,20.47,52.75,28.57,2779308.19,149.19,Singapore,Tablet,45-54,Other,Retargeting,Static Image 1,instagram,cpc
New Year Promo,YouTube,2025-07-24,123309,2789,96,26,33720.54,2.26,12.09,351.26,1296.94,27.08,3.44,58696.71,1.74,UAE,Mobile,25-34,Other,Retargeting,Static Image 1,instagram,cpc
Diwali Blast Sale,YouTube,2025-08-22,41760,3583,1660,584,12214.94,8.58,3.41,7.36,20.92,35.18,46.33,2140873.04,175.27,USA,Desktop,35-44,Female,App Users,Video Creative A,google,organic
Freedom Sale,LinkedIn,2025-08-13,138712,13739,3445,271,27474.25,9.9,2.0,7.98,101.38,7.87,25.07,483781.21,17.61,USA,Desktop,45-54,Other,Cold Lookalike,Static Image 2,youtube,paid_social
New Year Promo,Facebook,2025-08-29,12614,370,39,5,29681.73,2.93,80.22,761.07,5936.35,12.82,10.54,21374.35,0.72,India,Tablet,18-24,Female,Cold Lookalike,Video Creative A,youtube,organic
Freedom Sale,Facebook,2025-10-10,53892,5180,1372,576,26533.5,9.61,5.12,19.34,46.07,41.98,26.49,2314149.1,87.22,UK,Desktop,18-24,Other,Warm Audience,Reel Format,google,paid_social
Diwali Blast Sale,YouTube,2025-09-23,96258,6491,3040,1724,30453.33,6.74,4.69,10.02,17.66,56.71,46.83,2925069.47,96.05,USA,Desktop,45-54,Female,App Users,Reel Format,instagram,display
Freedom Sale,Facebook,2025-09-02,22319,782,89,13,29798.7,3.5,38.11,334.82,2292.21,14.61,11.38,27280.84,0.92,UK,Desktop,45-54,Female,Warm Audience,Carousel Ad,facebook,organic
Freedom Sale,Instagram,2025-08-05,89269,8915,3073,860,26950.09,9.99,3.02,8.77,31.34,27.99,34.47,2561095.63,95.03,Singapore,Tablet,35-44,Other,Retargeting,Video Creative B,instagram,display
Summer Fest,Google Ads,2025-07-22,98688,4001,1724,909,2457.67,4.05,0.61,1.43,2.7,52.73,43.09,1753122.22,713.33,Singapore,Tablet,25-34,Other,Cold Lookalike,Reel Format,youtube,organic
Freedom Sale,Instagram,2025-07-19,48686,558,248,91,25698.62,1.15,46.05,103.62,282.4,36.69,44.44,109621.34,4.27,UAE,Tablet,45-54,Female,Warm Audience,Reel Format,youtube,display
Big Weekend Push,Google Ads,2025-08-21,14587,1743,136,75,1193.46,11.95,0.68,8.78,15.91,55.15,7.8,99204.13,83.12,UK,Tablet,35-44,Other,Cold Lookalike,Carousel Ad,linkedin,display
Back to School,Facebook,2025-09-08,94651,9211,1360,601,26684.33,9.73,2.9,19.62,44.4,44.19,14.76,463598.49,17.37,USA,Tablet,25-34,Female,Website Visitors,Static Image 2,linkedin,organic
Diwali Blast Sale,LinkedIn,2025-09-13,115316,3206,433,114,28010.95,2.78,8.74,64.69,245.71,26.33,13.51,313872.53,11.21,USA,Desktop,45-54,Male,Retargeting,Video Creative B,linkedin,cpc
Freedom Sale,Google Ads,2025-08-13,13979,457,32,9,33847.21,3.27,74.06,1057.73,3760.8,28.12,7.0,16228.63,0.48,UAE,Mobile,25-34,Male,Warm Audience,Video Creative A,youtube,organic
Freedom Sale,Instagram,2025-09-15,60847,6886,3088,1658,31733.16,11.32,4.61,10.28,19.14,53.69,44.84,3784095.02,119.25,UAE,Tablet,18-24,Female,High Intent Segment,Static Image 1,linkedin,paid_social
Summer Fest,YouTube,2025-07-23,180169,8080,1932,25,5002.13,4.48,0.62,2.59,200.09,1.29,23.91,75333.0,15.06,UAE,Desktop,18-24,Male,App Users,Video Creative B,instagram,display
Big Weekend Push,Facebook,2025-07-23,97375,10326,2442,1367,26961.59,10.6,2.61,11.04,19.72,55.98,23.65,6798113.14,252.14,Singapore,Mobile,35-44,Other,Warm Audience,Video Creative B,youtube,organic
Summer Fest,LinkedIn,2025-09-20,109417,6551,2923,1116,10982.63,5.99,1.68,3.76,9.84,38.18,44.62,896591.88,81.64,UAE,Desktop,45-54,Other,Website Visitors,Video Creative A,linkedin,organic
New Year Promo,Facebook,2025-11-09,178446,376,68,34,5621.85,0.21,14.95,82.67,165.35,50.0,18.09,93977.45,16.72,Singapore,Mobile,45-54,Other,High Intent Segment,Static Image 1,instagram,display
Diwali Blast Sale,YouTube,2025-08-08,113560,283,97,35,25577.67,0.25,90.38,263.69,730.79,36.08,34.28,143406.03,5.61,USA,Mobile,35-44,Male,Retargeting,Static Image 1,youtube,organic
New Year Promo,Facebook,2025-07-24,50190,802,142,36,15598.31,1.6,19.45,109.85,433.29,25.35,17.71,165527.04,10.61,UAE,Mobile,18-24,Other,Warm Audience,Reel Format,youtube,organic
Freedom Sale,LinkedIn,2025-07-21,27706,1068,21,7,22463.19,3.85,21.03,1069.68,3209.03,33.33,1.97,34893.42,1.55,UK,Desktop,55+,Male,Warm Audience,Reel Format,youtube,paid_social
Back to School,YouTube,2025-07-30,47877,2218,563,23,29724.54,4.63,13.4,52.8,1292.37,4.09,25.38,87746.96,2.95,UK,Tablet,55+,Male,Cold Lookalike,Video Creative B,linkedin,organic
New Year Promo,Instagram,2025-11-05,116410,8240,275,46,29454.63,7.08,3.57,107.11,640.32,16.73,3.34,149974.05,5.09,UK,Desktop,45-54,Female,Warm Audience,Video Creative A,youtube,paid_social
Summer Fest,Facebook,2025-09-19,86828,4437,751,350,14543.61,5.11,3.28,19.37,41.55,46.6,16.93,365095.48,25.1,Singapore,Mobile,18-24,Male,Warm Audience,Video Creative B,google,cpc
Diwali Blast Sale,LinkedIn,2025-10-09,91929,9980,3809,513,15393.7,10.86,1.54,4.04,30.01,13.47,38.17,392588.9,25.5,USA,Desktop,45-54,Other,Warm Audience,Video Creative B,instagram,organic
Big Weekend Push,Instagram,2025-08-28,141036,10972,3700,135,33070.42,7.78,3.01,8.94,244.97,3.65,33.72,443643.43,13.42,Singapore,Tablet,55+,Male,Cold Lookalike,Carousel Ad,google,cpc
Summer Fest,Facebook,2025-11-12,143879,12324,1970,246,29837.32,8.57,2.42,15.15,121.29,12.49,15.99,371266.99,12.44,Singapore,Mobile,55+,Male,Cold Lookalike,Carousel Ad,google,organic
New Year Promo,LinkedIn,2025-10-25,151369,2967,104,38,6119.1,1.96,2.06,58.84,161.03,36.54,3.51,185838.66,30.37,UAE,Desktop,55+,Other,Retargeting,Video Creative B,youtube,paid_social
