Campaign name,Ad Set Name,Ad name,Page Name,Ads,Age,Gender,City,Day,Delivery status,Delivery level,Ad Set Name (Duplicate),Attribution setting,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Frequency,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Clicks (all),CPC (all),Conversion rate ranking,Engagement rate ranking,Quality ranking,ThruPlays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,Cost per 2-second continuous video play,Cost per 3-second video play,Cost per ThruPlay,Cost per Lead,Ad name (Duplicate),Campaign name (Duplicate),Image name,Video name,Reporting starts,Reporting ends
Data Analytics Bootcamp,Customer Onboarding Set,Ad 6,SkillUp Learning,Ad 6,16,male,Pondicherry,28-01-2025,not_delivering,ad,Customer Onboarding Set,7-day click,conversion,26,1160,2756,27.21,655.37,0.83,54,1.97,93.46,4.47,83,3.53,Below average,-,Below average,219,125,158,115,110,36,18.96,283,3.96,1.42,45.8,32.81,Ad 6,Data Analytics Bootcamp,esse_promo.png,vero.mp4,28-01-2025,22-10-2025
Full Stack Analytics Program,Branding Set,Ad 14,Code & Data,Ad 14,31,male,Chennai,18-02-2025,not_delivering,ad,Branding Set,7-day click,conversion,2,865,1940,31.04,70.69,0.98,1,3,71.72,3.7,3,10.11,Below average,Above average,-,26,45,25,18,9,13,74.4,54,2.46,3.11,16.51,41.26,Ad 14,Full Stack Analytics Program,recusandae_promo.png,dignissimos.mp4,18-02-2025,04-04-2025
Power BI Mastery,Email Campaign Set,Ad 13,Data Insights Academy,Ad 13,33,female,Pune,15-08-2025,delivering,adset,Email Campaign Set,7-day click or 1-day view,conversion,2,269,2121,12.81,769.93,1.93,7,9.23,90.67,4.04,23,6.71,Above average,Above average,Below average,17,23,15,19,13,5,115.26,29,4.11,1.7,18.24,47.34,Ad 13,Power BI Mastery,perspiciatis_promo.png,unde.mp4,15-08-2025,26-09-2025
Python for Beginners,Market Analysis Set,Ad 3,SkillUp Learning,Ad 3,36,male,Trivandrum,07-01-2025,delivering,adset,Market Analysis Set,7-day click,conversion,0,1092,1781,13.49,163.19,2.52,2,2.49,94.37,4.02,9,12.01,-,Above average,Average,395,493,506,252,154,76,83.5,652,2.9,1.45,45.05,36.95,Ad 3,Python for Beginners,eos_promo.png,excepturi.mp4,07-01-2025,20-01-2025
AI & ML Foundations,Market Analysis Set,Ad 1,Analytics Gurukul,Ad 1,23,female,Pondicherry,14-09-2024,delivering,campaign,Market Analysis Set,7-day click or 1-day view,conversion,28,646,770,21.38,613.5,1.85,108,5.39,71.72,2.3,129,3.34,Below average,Above average,Above average,64,63,35,40,25,9,64.25,84,0.95,0.63,36.67,38.16,Ad 1,AI & ML Foundations,eveniet_promo.png,voluptates.mp4,14-09-2024,27-09-2024
AI & ML Foundations,Campaign Performance Set,Ad 12,SkillUp Learning,Ad 12,42,female,Ahmedabad,09-06-2024,not_delivering,campaign,Campaign Performance Set,7-day click,conversion,26,299,1297,8.76,703.48,1.96,39,7.58,82.75,2.88,41,9.05,Average,-,Below average,150,190,197,98,31,17,64.69,258,2.93,1.93,30.31,28.86,Ad 12,AI & ML Foundations,nihil_promo.png,neque.mp4,09-06-2024,11-08-2025
Digital Marketing Essentials,Customer Success Set,Ad 3,SkillUp Learning,Ad 3,41,male,Pondicherry,12-08-2025,delivering,campaign,Customer Success Set,7-day click or 1-day view,conversion,6,713,1229,3.38,119.01,1.07,23,2.86,78.59,6.59,32,14.37,Below average,Average,-,214,192,125,89,114,35,84.39,350,3.65,2.75,6.39,35.52,Ad 3,Digital Marketing Essentials,explicabo_promo.png,rem.mp4,12-08-2025,08-10-2025
Business Analytics Certification,Data Visualization Set,Ad 3,Data Insights Academy,Ad 3,31,female,Tirupati,02-06-2025,not_delivering,campaign,Data Visualization Set,7-day click,conversion,37,119,1678,47.02,606.85,1.43,29,6.48,63.09,3.76,63,6.64,Average,Above average,Below average,4,14,6,5,3,3,106.21,19,1.37,2.1,8.48,28.35,Ad 3,Business Analytics Certification,necessitatibus_promo.png,nostrum.mp4,02-06-2025,20-06-2025
Power BI Mastery,Customer Feedback Set,Ad 7,Data Insights Academy,Ad 7,21,female,Madurai,18-02-2025,delivering,campaign,Customer Feedback Set,7-day click or 1-day view,conversion,23,361,810,18.58,563.81,2.05,100,12.27,56.18,1.52,254,10.49,Below average,Above average,-,15,30,25,18,7,4,19.78,37,1.64,1.46,43.52,31.75,Ad 7,Power BI Mastery,alias_promo.png,aspernatur.mp4,18-02-2025,09-09-2025
Python Data Science Track,Landing Page Optimization Set,Ad 13,Analytics Gurukul,Ad 13,35,male,Ahmedabad,11-09-2024,not_delivering,ad,Landing Page Optimization Set,1-day click,conversion,21,661,1079,10.33,679.13,2.96,93,4.85,96.18,4.51,244,12.9,Above average,Average,Below average,160,144,97,137,98,28,100.98,211,4.8,1.44,42.97,48.65,Ad 13,Python Data Science Track,ipsum_promo.png,fugiat.mp4,11-09-2024,27-06-2025
AI & ML Foundations,Lead Gen Set,Ad 15,Data Insights Academy,Ad 15,15,male,Pune,22-08-2025,delivering,campaign,Lead Gen Set,1-day click,conversion,25,1106,2070,12.59,617.79,2.93,75,2.03,57.84,4.23,92,7.45,-,Below average,Average,96,238,119,166,77,103,111.43,362,1.57,3.11,47.19,43.72,Ad 15,AI & ML Foundations,dolorem_promo.png,non.mp4,22-08-2025,03-10-2025
Data Analytics Bootcamp,Excel Mastery Set,Ad 7,Analytics Gurukul,Ad 7,39,female,Ahmedabad,16-02-2025,not_delivering,ad,Excel Mastery Set,1-day click,conversion,35,333,1985,45.08,763.05,2.63,82,6.01,59.57,1.9,240,13.98,Average,-,Below average,222,238,107,167,142,47,29.5,305,2.95,0.54,31.97,43.27,Ad 7,Data Analytics Bootcamp,incidunt_promo.png,voluptate.mp4,16-02-2025,29-09-2025
Python for Beginners,Campaign Performance Set,Ad 4,Data Insights Academy,Ad 4,18,female,Kochi,30-05-2024,not_delivering,ad,Campaign Performance Set,7-day click,conversion,40,849,2109,22.98,364.4,2.97,118,7.48,61.43,1.54,331,9.1,-,Above average,Below average,186,295,187,268,93,96,42.96,385,0.89,0.77,39.98,46.32,Ad 4,Python for Beginners,quisquam_promo.png,adipisci.mp4,30-05-2024,25-12-2024
Power BI Mastery,Customer Onboarding Set,Ad 13,Code & Data,Ad 13,38,female,Ahmedabad,21-05-2025,not_delivering,campaign,Customer Onboarding Set,7-day click or 1-day view,conversion,15,344,1839,6.57,198.05,0.91,33,3.38,91.55,5.53,52,4.87,Average,Average,-,34,67,92,112,19,25,50.97,169,3,4.74,38.11,30.92,Ad 13,Power BI Mastery,nulla_promo.png,modi.mp4,21-05-2025,20-07-2025
Data Analytics Bootcamp,Power BI Set,Ad 1,Data Insights Academy,Ad 1,31,male,Coimbatore,16-06-2025,delivering,campaign,Power BI Set,1-day click,conversion,32,694,762,40.8,713.2,2.53,77,13.24,72.31,5.62,135,13.92,Above average,-,Average,35,107,108,55,22,22,109.68,143,0.88,3.52,3.75,38.51,Ad 1,Data Analytics Bootcamp,quos_promo.png,ab.mp4,16-06-2025,23-06-2025
SQL Skills Training,Growth Hacking Set,Ad 9,SkillUp Learning,Ad 9,33,female,Hyderabad,25-02-2025,delivering,adset,Growth Hacking Set,7-day click or 1-day view,conversion,3,346,541,25.25,308.25,1.74,14,10.69,91.1,3.77,31,3.07,Average,-,-,83,106,62,118,50,52,29.96,180,2.27,0.95,36.01,48.77,Ad 9,SQL Skills Training,eius_promo.png,error.mp4,25-02-2025,17-07-2025
Python Data Science Track,Excel Mastery Set,Ad 1,Analytics Gurukul,Ad 1,29,male,Pune,07-10-2024,delivering,adset,Excel Mastery Set,7-day click or 1-day view,conversion,34,1016,2831,5.4,60.79,1.02,173,6.75,92.16,6.64,190,9.96,Above average,-,Above average,310,316,274,231,185,126,104.73,432,4.08,1.19,6.81,31.03,Ad 1,Python Data Science Track,dolorem_promo.png,ratione.mp4,07-10-2024,08-11-2024
Power BI Mastery,Reporting & Insights Set,Ad 9,Code & Data,Ad 9,18,male,Chennai,07-10-2025,not_delivering,adset,Reporting & Insights Set,1-day click,conversion,0,1055,2022,12.75,50.49,0.61,6,9.85,74.52,2.68,11,9.88,Average,Below average,Below average,263,552,393,556,226,50,108.67,809,1.67,1.74,12.84,27.54,Ad 9,Power BI Mastery,tempora_promo.png,error.mp4,07-10-2025,14-10-2025
Business Analytics Certification,Campaign Performance Set,Ad 10,Data Insights Academy,Ad 10,21,male,Mysuru,15-08-2025,delivering,ad,Campaign Performance Set,7-day click,conversion,31,491,1664,4.76,733.74,2.82,121,10.54,69.28,0.66,224,14.76,Below average,Above average,Above average,79,129,163,139,25,32,119.48,215,1.38,1.21,15.49,20.5,Ad 10,Business Analytics Certification,ullam_promo.png,velit.mp4,15-08-2025,25-10-2025
Digital Marketing Essentials,Excel Mastery Set,Ad 3,Code & Data,Ad 3,20,female,Tirupati,13-10-2024,delivering,adset,Excel Mastery Set,7-day click,conversion,27,1140,2541,30.37,336.95,1.86,9,11.01,73.87,0.78,23,14.38,Below average,-,Above average,592,672,554,633,431,169,69.35,928,2.02,2.43,6.66,20.91,Ad 3,Digital Marketing Essentials,esse_promo.png,sit.mp4,13-10-2024,21-08-2025
Digital Marketing Essentials,Market Analysis Set,Ad 13,Data Insights Academy,Ad 13,17,female,Delhi,04-11-2024,delivering,ad,Market Analysis Set,7-day click,conversion,10,1038,1830,38.2,474.62,1.73,49,12.76,85.78,6.95,63,5.18,Above average,Average,-,690,888,721,542,269,176,43.63,1016,3.44,3.05,23.68,28.53,Ad 13,Digital Marketing Essentials,ullam_promo.png,a.mp4,04-11-2024,01-09-2025
Advanced Excel Workshop,Ad Testing Set,Ad 3,Data Insights Academy,Ad 3,44,female,Kochi,15-05-2024,not_delivering,campaign,Ad Testing Set,7-day click,conversion,30,249,2042,23.28,446.61,2.12,131,13.6,93.29,0.94,310,8.39,Average,Average,Average,26,43,40,17,23,16,96.9,88,2.29,3.56,22.82,36.41,Ad 3,Advanced Excel Workshop,culpa_promo.png,sapiente.mp4,15-05-2024,11-08-2025
Python for Beginners,Referral Program Set,Ad 3,Code & Data,Ad 3,26,female,Hyderabad,12-06-2025,not_delivering,adset,Referral Program Set,7-day click or 1-day view,conversion,13,142,1474,13.56,157.74,2.7,2,11.82,59.26,5.12,7,13.17,Average,-,Average,31,79,73,61,17,17,113.16,94,2.3,2.23,33.74,44.02,Ad 3,Python for Beginners,doloremque_promo.png,possimus.mp4,12-06-2025,18-08-2025
Advanced Excel Workshop,Landing Page Optimization Set,Ad 4,Data Insights Academy,Ad 4,18,female,Tirupati,26-08-2024,delivering,adset,Landing Page Optimization Set,7-day click,conversion,19,931,1796,2.31,264.95,1.68,8,1.45,80.53,1.56,22,5.02,Below average,-,Below average,181,164,215,223,158,35,89.24,371,0.76,4.02,41.45,37.2,Ad 4,Advanced Excel Workshop,fugit_promo.png,labore.mp4,26-08-2024,19-11-2024
Full Stack Analytics Program,Data Visualization Set,Ad 10,Code & Data,Ad 10,27,male,Mysuru,15-07-2025,delivering,adset,Data Visualization Set,7-day click or 1-day view,conversion,5,468,1094,34.47,201.44,0.53,12,13.78,86.82,0.77,35,2.27,Average,Above average,-,274,324,310,291,159,110,96.08,428,1.47,4.99,42.6,48.31,Ad 10,Full Stack Analytics Program,atque_promo.png,minus.mp4,15-07-2025,07-08-2025
Python Data Science Track,Product Launch Set,Ad 4,Data Insights Academy,Ad 4,19,female,Coimbatore,18-02-2025,not_delivering,adset,Product Launch Set,7-day click or 1-day view,conversion,27,637,1396,10.04,415.25,1.3,41,1.45,97.88,4.92,47,12.34,Average,Average,Average,136,460,423,126,85,169,117.78,612,4.78,3.91,40.22,31.22,Ad 4,Python Data Science Track,eaque_promo.png,cumque.mp4,18-02-2025,04-05-2025
Data Analytics Bootcamp,Digital Marketing Set,Ad 12,Data Insights Academy,Ad 12,25,male,Visakhapatnam,27-07-2025,not_delivering,campaign,Digital Marketing Set,7-day click or 1-day view,conversion,22,253,2064,37.57,362.56,2.35,112,4.36,96.77,2.7,210,2.44,Average,Above average,Above average,154,184,168,150,106,60,59.48,231,4.89,4.37,48.28,30.86,Ad 12,Data Analytics Bootcamp,eius_promo.png,tempora.mp4,27-07-2025,01-10-2025
Power BI Mastery,Upsell Campaign Set,Ad 7,SkillUp Learning,Ad 7,37,female,Tirupati,07-04-2025,not_delivering,adset,Upsell Campaign Set,1-day click,conversion,6,1181,2506,42.57,570.53,1.84,33,1.03,93.67,0.63,86,11.12,Average,Above average,Average,137,125,114,45,45,26,37.64,188,1.48,2.95,43.84,42.66,Ad 7,Power BI Mastery,praesentium_promo.png,eligendi.mp4,07-04-2025,20-07-2025
Digital Marketing Essentials,Ad Testing Set,Ad 7,SkillUp Learning,Ad 7,37,male,Tirupati,16-11-2024,delivering,campaign,Ad Testing Set,1-day click,conversion,30,651,1989,14.36,740.47,1.98,155,14.41,80.89,4.34,357,7.36,-,Average,-,153,252,229,79,52,103,24.09,399,2.74,1.45,23.05,22.07,Ad 7,Digital Marketing Essentials,culpa_promo.png,animi.mp4,16-11-2024,19-06-2025
Digital Marketing Essentials,Engagement Set,Ad 5,SkillUp Learning,Ad 5,39,male,Mysuru,13-06-2024,not_delivering,ad,Engagement Set,7-day click,conversion,32,789,1484,49.65,445.61,2.76,150,6.74,83.09,6.3,378,8.98,Below average,Above average,Below average,28,31,20,11,5,9,45.72,42,4.57,4.15,31.18,43.83,Ad 5,Digital Marketing Essentials,laudantium_promo.png,non.mp4,13-06-2024,27-06-2025
SQL Skills Training,Customer Success Set,Ad 3,Analytics Gurukul,Ad 3,38,female,Trivandrum,11-09-2025,delivering,adset,Customer Success Set,7-day click,conversion,11,989,2867,5.38,190.41,1.3,13,4.74,63.52,5.65,16,10.19,Below average,Above average,-,591,686,429,439,393,127,79.58,970,1.25,4.66,3,37.86,Ad 3,SQL Skills Training,corporis_promo.png,cupiditate.mp4,11-09-2025,27-10-2025
Full Stack Analytics Program,Landing Page Optimization Set,Ad 4,Data Insights Academy,Ad 4,29,female,Mysuru,03-05-2024,delivering,ad,Landing Page Optimization Set,1-day click,conversion,31,594,1626,24.97,72.77,2,22,5.67,54.37,4.6,33,9.52,Average,Average,Average,75,95,110,82,16,23,93.44,153,3.01,2.49,18.51,28.98,Ad 4,Full Stack Analytics Program,optio_promo.png,repudiandae.mp4,03-05-2024,07-03-2025
Full Stack Analytics Program,Cross-sell Campaign Set,Ad 13,Analytics Gurukul,Ad 13,16,male,Tirupati,26-01-2025,not_delivering,ad,Cross-sell Campaign Set,7-day click,conversion,26,343,974,5.51,624.41,2.35,73,2.13,82.36,2.01,149,6.49,Below average,-,-,49,49,51,39,36,22,49.07,87,4.35,1.16,21.41,46.76,Ad 13,Full Stack Analytics Program,ut_promo.png,dignissimos.mp4,26-01-2025,15-02-2025
Python Data Science Track,Content Marketing Set,Ad 7,Code & Data,Ad 7,28,female,Mumbai,21-05-2024,delivering,adset,Content Marketing Set,1-day click,conversion,38,352,811,37.78,601.74,2.47,4,9.28,68.4,4.2,11,3.35,-,Below average,-,224,242,216,205,102,43,11.87,300,4.73,1.6,7.72,40.33,Ad 7,Python Data Science Track,quam_promo.png,commodi.mp4,21-05-2024,09-09-2024
Full Stack Analytics Program,Customer Success Set,Ad 11,SkillUp Learning,Ad 11,41,male,Pune,17-12-2024,delivering,ad,Customer Success Set,1-day click,conversion,29,1037,2513,46.47,652.07,2.73,78,11.78,78.32,4.96,188,11.64,Above average,Above average,Average,200,278,320,146,179,42,82.68,471,2.51,0.7,4.13,25.13,Ad 11,Full Stack Analytics Program,a_promo.png,sit.mp4,17-12-2024,10-01-2025
Data Analytics Bootcamp,Customer Success Set,Ad 3,Data Insights Academy,Ad 3,33,male,Pune,04-11-2024,delivering,adset,Customer Success Set,7-day click,conversion,36,1172,1363,25.98,328.69,0.58,131,5.82,78.25,5.48,349,4.24,Below average,-,Average,103,219,179,185,99,78,63.56,297,2.88,1.12,33.84,31.2,Ad 3,Data Analytics Bootcamp,adipisci_promo.png,quo.mp4,04-11-2024,20-09-2025
Power BI Mastery,Social Media Ads Set,Ad 11,Data Insights Academy,Ad 11,24,male,Kochi,07-12-2024,delivering,ad,Social Media Ads Set,1-day click,conversion,26,761,2143,27.53,219.89,0.52,5,4.34,61.93,4.97,11,3.37,-,-,Below average,13,40,38,17,9,11,68.19,59,4.19,2.7,1.59,29.61,Ad 11,Power BI Mastery,neque_promo.png,laudantium.mp4,07-12-2024,21-08-2025
Digital Marketing Essentials,Email Campaign Set,Ad 13,Code & Data,Ad 13,27,male,Ahmedabad,15-03-2024,delivering,adset,Email Campaign Set,1-day click,conversion,14,655,746,33.03,775.24,2.24,13,6.78,81.42,2.85,26,10.82,Average,Average,Below average,62,59,97,89,48,16,25.22,140,2.68,0.75,41.81,48,Ad 13,Digital Marketing Essentials,commodi_promo.png,perspiciatis.mp4,15-03-2024,19-05-2025
SQL Skills Training,Landing Page Optimization Set,Ad 5,SkillUp Learning,Ad 5,20,female,Bengaluru,12-04-2025,not_delivering,adset,Landing Page Optimization Set,7-day click or 1-day view,conversion,15,1063,1219,48.79,139.2,1.07,48,13.42,83.37,6.55,115,11.07,-,Average,-,20,52,49,16,21,15,66.97,66,2.94,2.16,9.96,46.5,Ad 5,SQL Skills Training,ad_promo.png,adipisci.mp4,12-04-2025,11-06-2025
Digital Marketing Essentials,Loyalty Program Set,Ad 1,SkillUp Learning,Ad 1,25,male,Mysuru,28-06-2025,not_delivering,ad,Loyalty Program Set,1-day click,conversion,40,467,735,6.83,324.31,2.17,158,8.7,87.58,2.91,212,7.13,-,-,Below average,226,367,217,308,45,92,23.55,447,1.69,3.99,26.5,26.76,Ad 1,Digital Marketing Essentials,facere_promo.png,maiores.mp4,28-06-2025,28-06-2025
Power BI Mastery,Data Visualization Set,Ad 13,Analytics Gurukul,Ad 13,24,female,Delhi,07-04-2025,not_delivering,ad,Data Visualization Set,7-day click,conversion,34,502,1181,11.33,603.48,1.69,67,3.85,92.82,3.02,179,6.97,Average,Below average,Above average,219,178,245,191,166,91,94.15,357,3.67,4.92,41.81,49.63,Ad 13,Power BI Mastery,reiciendis_promo.png,aut.mp4,07-04-2025,09-09-2025
Business Analytics Certification,Lead Gen Set,Ad 11,Data Insights Academy,Ad 11,25,male,Tirupati,03-04-2024,delivering,adset,Lead Gen Set,7-day click or 1-day view,conversion,22,445,742,20.64,135.87,2.26,77,5.99,74.04,5.91,163,6.51,Average,-,Average,149,135,101,54,53,38,25.75,213,1.54,1.68,29.52,35.7,Ad 11,Business Analytics Certification,repudiandae_promo.png,sapiente.mp4,03-04-2024,13-07-2025
Full Stack Analytics Program,AI Solutions Set,Ad 12,Code & Data,Ad 12,43,female,Pondicherry,27-03-2025,not_delivering,adset,AI Solutions Set,7-day click,conversion,37,328,1442,32.92,626.18,2.24,55,14.26,98.4,4.3,144,14.6,Above average,-,Average,33,81,50,42,44,23,82.64,146,3.44,2.31,37.73,45.3,Ad 12,Full Stack Analytics Program,iste_promo.png,eligendi.mp4,27-03-2025,31-05-2025
SQL Skills Training,Marketing Automation Set,Ad 8,SkillUp Learning,Ad 8,25,male,Coimbatore,05-10-2024,delivering,campaign,Marketing Automation Set,7-day click,conversion,21,295,555,10.74,228.14,1.53,88,10.77,99.4,4.08,170,7.56,Average,Above average,-,62,46,64,55,17,11,59.99,107,2.2,3.09,3.6,43.56,Ad 8,SQL Skills Training,eius_promo.png,in.mp4,05-10-2024,23-10-2024
SQL Skills Training,Sales Funnel Set,Ad 11,SkillUp Learning,Ad 11,17,male,Trivandrum,15-06-2024,not_delivering,adset,Sales Funnel Set,7-day click or 1-day view,conversion,39,537,2189,38.66,55.22,1.24,52,5.8,91.93,4.54,66,4.03,Below average,-,Below average,140,253,245,119,114,66,38.55,319,3.44,2.59,4.54,31.38,Ad 11,SQL Skills Training,consequatur_promo.png,ipsum.mp4,15-06-2024,21-09-2025
Digital Marketing Essentials,Video Ads Set,Ad 5,Code & Data,Ad 5,37,male,Pondicherry,06-02-2025,not_delivering,ad,Video Ads Set,1-day click,conversion,9,892,2528,34.97,599.98,1.77,15,6.44,67.76,3.34,37,7.5,Above average,Below average,Average,213,399,248,157,65,105,76.2,541,4.7,2.49,27.43,32.01,Ad 5,Digital Marketing Essentials,eveniet_promo.png,reprehenderit.mp4,06-02-2025,16-10-2025
Data Analytics Bootcamp,SEO Campaign Set,Ad 12,Code & Data,Ad 12,41,female,Mumbai,02-05-2025,delivering,campaign,SEO Campaign Set,7-day click or 1-day view,conversion,1,712,2210,15.24,148.61,2.89,12,1.46,81.04,1.83,20,12.35,Above average,Below average,Above average,139,610,321,266,215,59,64.45,680,2.31,2.28,37.93,36.8,Ad 12,Data Analytics Bootcamp,cumque_promo.png,fugiat.mp4,02-05-2025,19-10-2025
Python Data Science Track,Social Media Ads Set,Ad 15,SkillUp Learning,Ad 15,37,male,Hyderabad,08-01-2025,not_delivering,campaign,Social Media Ads Set,1-day click,conversion,17,665,1000,48.17,205.47,2.78,3,12.69,81.01,3.93,7,5.94,Below average,-,Average,352,278,394,245,141,105,78.22,550,4.37,3.5,30.68,39.63,Ad 15,Python Data Science Track,sit_promo.png,vero.mp4,08-01-2025,30-05-2025
Python Data Science Track,Sales Funnel Set,Ad 11,SkillUp Learning,Ad 11,42,male,Chennai,09-05-2024,delivering,ad,Sales Funnel Set,7-day click or 1-day view,conversion,4,171,346,18.14,727.55,1.15,14,1.01,56.28,4.36,40,8.45,Below average,-,Above average,9,15,8,5,5,1,107.96,21,3.93,2.15,44.83,41.97,Ad 11,Python Data Science Track,eligendi_promo.png,omnis.mp4,09-05-2024,18-03-2025
Data Analytics Bootcamp,Ad Testing Set,Ad 15,Analytics Gurukul,Ad 15,33,male,Hyderabad,10-10-2025,not_delivering,adset,Ad Testing Set,7-day click,conversion,6,220,330,10.7,511.42,2.38,13,8.53,56,0.5,41,6.85,Below average,Average,Below average,47,66,66,66,36,31,91.2,126,4.33,3.52,44.57,32.62,Ad 15,Data Analytics Bootcamp,ratione_promo.png,eos.mp4,10-10-2025,10-10-2025
AI & ML Foundations,Lead Gen Set,Ad 9,Analytics Gurukul,Ad 9,38,female,Bengaluru,22-04-2024,not_delivering,campaign,Lead Gen Set,7-day click or 1-day view,conversion,24,667,1608,46.16,474.88,1.16,99,12.09,78.99,6.02,275,10.47,Above average,Below average,Below average,297,169,149,145,176,104,114.12,385,0.58,3.65,27.16,29.32,Ad 9,AI & ML Foundations,itaque_promo.png,quibusdam.mp4,22-04-2024,05-08-2025
Power BI Mastery,SQL Insights Set,Ad 9,SkillUp Learning,Ad 9,31,male,Hyderabad,07-10-2025,not_delivering,adset,SQL Insights Set,7-day click,conversion,5,350,973,45.72,187.99,1.85,15,9.1,68.3,5.28,24,10.4,-,-,Above average,139,109,133,79,79,45,60.11,180,1.41,0.97,42.89,26.03,Ad 9,Power BI Mastery,a_promo.png,nihil.mp4,07-10-2025,21-10-2025
SQL Skills Training,Video Ads Set,Ad 4,Data Insights Academy,Ad 4,29,female,Visakhapatnam,04-03-2025,not_delivering,adset,Video Ads Set,7-day click or 1-day view,conversion,21,263,1787,44.74,356.01,1.49,77,11.7,68.49,4.05,112,11.72,Average,Below average,-,91,63,46,43,28,8,30.52,129,1.92,0.76,14.54,31.44,Ad 4,SQL Skills Training,dolorem_promo.png,nemo.mp4,04-03-2025,08-05-2025
Business Analytics Certification,Data Visualization Set,Ad 12,Data Insights Academy,Ad 12,39,male,Mysuru,05-08-2025,not_delivering,ad,Data Visualization Set,1-day click,conversion,6,1071,1758,12.42,582.68,1.85,36,14.44,95.04,2.78,84,5.65,Below average,-,Average,148,332,449,126,284,132,36.9,633,1.7,3.71,21.56,44.19,Ad 12,Business Analytics Certification,corrupti_promo.png,ipsam.mp4,05-08-2025,15-10-2025
Python for Beginners,Retention Program Set,Ad 7,SkillUp Learning,Ad 7,25,female,Bengaluru,30-09-2025,not_delivering,campaign,Retention Program Set,1-day click,conversion,33,461,1355,14.26,752.76,2.74,94,8.58,76.36,0.9,249,3.29,Below average,Average,Above average,196,318,132,237,177,120,94.52,411,1.43,4.69,34.73,20.67,Ad 7,Python for Beginners,ab_promo.png,quam.mp4,30-09-2025,11-10-2025
