Order_ID,Customer_ID,Order_Date,Warehouse,Region,Product_Type,Channel,Processing_Delay_Hrs,Picking_Delay_Hrs,Packing_Delay_Hrs,Dispatch_Delay_Hrs,Transport_Delay_Hrs,Total_Fulfillment_Hours,SLA_Hours,SLA_Breach_Flag,Order_Qty,Fulfilled_Qty,Qty_Accuracy,Short_Ship_Flag,Root_Cause,Priority,Fulfillment_Completed_At,Shipping_Cost,Delay_Cost
ORD-100118,CUST-432,2023-01-17 11:27:00,WH-West,South,Apparel,B2B,1.76,0.08,4.36,1.53,7.76,15.49,24,0,67,62,0.925,1,Inventory Shortage,Critical,2023-01-18 02:56:25.888120,143.46,553.63
ORD-100119,CUST-963,2023-06-07 13:52:00,WH-South,South,FMCG,Online,0.44,4.55,0.41,5.42,5.76,16.58,48,0,73,71,0.973,1,Picking Delay,Medium,2023-06-08 06:26:39.727376,84.63,592.49
ORD-100120,CUST-886,2023-01-06 02:59:00,WH-East,West,Automotive,Online,8.03,1.14,2.64,3.93,20.36,36.1,48,0,232,226,0.974,1,Picking Delay,High,2023-01-07 15:05:07.514385,241.04,1290.29
ORD-100121,CUST-894,2023-08-21 04:23:00,WH-West,North,Apparel,B2B,4.77,0.05,2.55,4.15,3.99,15.52,24,0,189,183,0.968,1,Transport Issue,Medium,2023-08-21 19:54:01.435510,84.57,554.58
ORD-100122,CUST-157,2023-12-15 16:45:00,WH-North,West,Furniture,Distributor,4.98,2.11,1.7,0.65,2.61,12.06,96,0,50,49,0.98,1,None,Low,2023-12-16 04:48:36.855427,229.96,431.03
ORD-100123,CUST-334,2023-06-30 02:59:00,WH-East,North,Automotive,Retail,1.31,1.18,0.99,1.9,0.4,5.78,96,0,309,295,0.955,1,Picking Delay,Low,2023-06-30 08:45:30.636418,182.83,206.4
ORD-100124,CUST-941,2023-04-26 20:31:00,WH-East,West,Apparel,Distributor,3.59,0.24,0.15,5.94,23.83,33.75,48,0,302,289,0.957,1,Picking Delay,Critical,2023-04-28 06:15:52.868342,140.8,1206.15
ORD-100125,CUST-132,2023-06-10 02:17:00,WH-East,East,Furniture,Online,0.39,0.43,0.91,2.1,3.37,7.21,48,0,308,299,0.971,1,Dispatch Backlog,Medium,2023-06-10 09:29:19.055023,168.83,257.52
ORD-100126,CUST-924,2023-10-08 09:30:00,WH-West,West,Furniture,Online,0.02,0.12,0.53,3.45,5.06,9.19,48,0,124,120,0.968,1,Transport Issue,Low,2023-10-08 18:41:07.486056,163.12,328.29
ORD-100127,CUST-423,2023-02-23 02:39:00,WH-West,East,Furniture,Distributor,0.05,1.54,1.89,2.66,2.19,8.33,72,0,157,155,0.987,1,Inventory Shortage,Critical,2023-02-23 10:58:32.899292,95.87,297.56
ORD-100128,CUST-510,2023-06-23 23:49:00,WH-North,North,Electronics,Retail,2.21,1.75,1.7,5.54,3.33,14.54,72,0,261,252,0.966,1,Inventory Shortage,Medium,2023-06-24 14:21:15.363214,96.47,519.57
ORD-100129,CUST-374,2023-10-15 14:21:00,WH-West,North,Apparel,Distributor,1.52,1.27,2.9,1.0,12.0,18.69,48,0,195,188,0.964,1,Dispatch Backlog,High,2023-10-16 09:02:26.719000,290.67,668.01
ORD-100130,CUST-167,2023-05-31 01:26:00,WH-North,East,Apparel,Retail,1.82,3.06,0.02,2.57,0.76,8.24,48,0,330,321,0.973,1,Inventory Shortage,Medium,2023-05-31 09:40:07.029937,145.62,294.33
ORD-100131,CUST-316,2023-09-30 07:32:00,WH-West,East,Electronics,Distributor,0.02,3.55,1.99,0.39,1.45,7.41,48,0,351,343,0.977,1,None,Low,2023-09-30 14:56:18.147150,86.59,264.66
ORD-100132,CUST-680,2023-10-26 21:47:00,WH-West,South,Apparel,Distributor,1.37,1.72,3.35,3.52,0.69,10.65,96,0,331,317,0.958,1,Picking Delay,Medium,2023-10-27 08:25:54.774598,106.64,380.58
ORD-100133,CUST-997,2023-02-08 09:54:00,WH-South,South,Electronics,Distributor,3.17,0.02,1.87,3.95,6.6,15.61,24,0,256,249,0.973,1,Inventory Shortage,Critical,2023-02-09 01:30:22.823059,206.7,557.77
ORD-100134,CUST-835,2023-01-26 02:49:00,WH-South,West,Automotive,Retail,1.46,2.14,0.17,0.13,0.27,4.17,24,0,465,450,0.968,1,Staff Shortage,Low,2023-01-26 06:59:05.190206,98.74,148.97
ORD-100135,CUST-422,2023-01-13 06:56:00,WH-West,East,FMCG,B2B,3.29,0.97,0.1,3.38,0.36,8.11,72,0,424,417,0.983,1,Staff Shortage,High,2023-01-13 15:02:24.346009,172.56,289.74
ORD-100136,CUST-317,2023-02-05 12:19:00,WH-West,North,Automotive,Retail,0.66,1.5,0.03,1.61,1.49,5.29,72,0,489,475,0.971,1,Picking Delay,Low,2023-02-05 17:36:06.027191,147.89,188.89
ORD-100137,CUST-771,2023-11-17 07:45:00,WH-West,South,Furniture,Online,4.19,1.88,1.19,0.4,3.03,10.7,72,0,200,192,0.96,1,None,Medium,2023-11-17 18:26:49.687690,149.67,382.31
ORD-100138,CUST-611,2023-05-22 11:50:00,WH-West,East,Apparel,Online,2.22,0.78,1.19,1.63,2.19,8.01,48,0,372,362,0.973,1,Transport Issue,Medium,2023-05-22 19:50:39.167847,143.8,286.31
ORD-100139,CUST-505,2023-05-23 01:01:00,WH-North,North,Apparel,Online,0.59,4.48,5.2,0.65,0.19,11.12,72,0,386,374,0.969,1,Inventory Shortage,High,2023-05-23 12:08:04.054356,153.53,397.35
ORD-100140,CUST-758,2023-10-15 22:21:00,WH-East,North,Furniture,B2B,0.68,0.26,0.61,1.61,13.26,16.42,48,0,68,67,0.985,1,Dispatch Backlog,Medium,2023-10-16 14:46:06.410013,109.75,586.79
ORD-100141,CUST-569,2023-02-20 21:57:00,WH-North,East,Furniture,Online,2.47,2.0,0.48,1.46,12.83,19.25,24,0,446,434,0.973,1,Inventory Shortage,Medium,2023-02-21 17:11:44.496288,295.74,687.84
ORD-100142,CUST-246,2023-02-27 21:48:00,WH-West,West,FMCG,Retail,4.43,0.01,1.18,4.02,1.38,11.01,48,0,80,75,0.938,1,Picking Delay,High,2023-02-28 08:48:38.551167,87.25,393.52
ORD-100143,CUST-371,2023-06-29 09:05:00,WH-South,South,Automotive,Retail,1.34,4.65,2.1,4.46,5.52,18.08,24,0,233,226,0.97,1,Inventory Shortage,Low,2023-06-30 03:09:49.571482,114.78,646.19
ORD-100144,CUST-242,2023-09-28 21:42:00,WH-West,South,Furniture,Distributor,0.75,0.21,3.31,2.8,3.63,10.71,48,0,186,177,0.952,1,Transport Issue,Low,2023-09-29 08:24:23.195029,122.71,382.65
ORD-100145,CUST-352,2023-04-11 00:07:00,WH-East,East,Apparel,B2B,5.04,0.18,1.95,0.07,1.14,8.38,96,0,105,100,0.952,1,Staff Shortage,Low,2023-04-11 08:29:51.441869,159.8,299.53
ORD-100146,CUST-862,2023-02-22 11:43:00,WH-South,West,Electronics,B2B,2.77,0.73,0.67,8.02,1.28,13.46,48,0,469,449,0.957,1,Dispatch Backlog,Medium,2023-02-23 01:10:41.536963,188.77,481.11
ORD-100147,CUST-674,2023-01-05 06:03:00,WH-West,North,Automotive,Online,1.49,0.84,1.21,3.48,2.84,9.85,96,0,325,311,0.957,1,Inventory Shortage,Medium,2023-01-05 15:54:06.502066,205.51,352.1
ORD-100148,CUST-651,2023-09-19 12:31:00,WH-West,West,Apparel,B2B,1.67,0.43,2.33,0.1,2.28,6.82,48,0,442,437,0.989,1,Dispatch Backlog,High,2023-09-19 19:20:19.037519,223.37,243.82
ORD-100149,CUST-369,2023-12-16 14:34:00,WH-South,South,Apparel,B2B,0.57,1.58,0.81,5.13,1.45,9.53,48,0,419,401,0.957,1,Transport Issue,Medium,2023-12-17 00:06:05.909070,139.41,340.78
ORD-100150,CUST-864,2023-11-07 07:51:00,WH-North,East,FMCG,B2B,2.46,1.05,0.29,0.67,6.92,11.4,48,0,142,140,0.986,1,Transport Issue,Low,2023-11-07 19:15:03.964805,167.37,407.47
ORD-100151,CUST-698,2023-05-24 12:49:00,WH-North,South,Automotive,Retail,1.11,0.06,0.22,2.6,2.76,6.75,72,0,399,393,0.985,1,Inventory Shortage,High,2023-05-24 19:34:06.716333,122.95,241.31
ORD-100152,CUST-538,2023-05-04 09:29:00,WH-North,East,Furniture,Retail,13.59,0.69,0.0,1.89,4.47,20.64,48,0,390,383,0.982,1,Transport Issue,Low,2023-05-05 06:07:17.231132,260.58,737.6
ORD-100153,CUST-697,2023-05-27 16:55:00,WH-South,West,Apparel,Retail,1.64,2.99,1.52,1.63,0.88,8.66,72,0,272,265,0.974,1,Dispatch Backlog,High,2023-05-28 01:34:49.545039,161.03,309.64
ORD-100154,CUST-508,2023-11-15 18:27:00,WH-South,South,Furniture,Online,1.66,2.11,0.14,6.61,3.2,13.73,24,0,343,332,0.968,1,Transport Issue,Low,2023-11-16 08:10:39.275331,120.68,490.62
ORD-100155,CUST-470,2023-02-27 22:25:00,WH-North,West,Furniture,Retail,2.09,2.32,0.34,1.73,1.61,8.08,96,0,124,121,0.976,1,Picking Delay,Low,2023-02-28 06:29:36.853780,124.47,288.67
ORD-100156,CUST-324,2023-08-17 20:22:00,WH-East,South,Furniture,Online,6.21,2.16,0.42,0.24,3.14,12.17,24,0,223,221,0.991,1,Inventory Shortage,Medium,2023-08-18 08:32:09.767069,201.62,434.93
ORD-100157,CUST-241,2023-05-07 08:11:00,WH-West,West,Apparel,Distributor,4.03,0.67,0.99,8.79,6.38,20.86,72,0,490,476,0.971,1,Dispatch Backlog,Low,2023-05-08 05:02:27.547041,191.3,745.45
ORD-100158,CUST-621,2023-05-09 00:46:00,WH-East,South,Apparel,Retail,1.5,0.19,0.61,7.6,6.15,16.05,48,0,174,169,0.971,1,Staff Shortage,Low,2023-05-09 16:48:52.037663,150.91,573.55
ORD-100159,CUST-605,2023-10-17 21:47:00,WH-West,East,FMCG,Retail,3.17,0.57,1.35,3.46,1.84,10.39,72,0,191,184,0.963,1,Transport Issue,Medium,2023-10-18 08:10:15.765244,123.02,371.26
ORD-100160,CUST-193,2023-03-30 07:44:00,WH-North,West,Electronics,Distributor,2.21,3.21,0.07,1.89,4.98,12.35,72,0,140,137,0.979,1,None,Low,2023-03-30 20:05:12.298776,121.11,441.51
ORD-100161,CUST-873,2023-09-29 06:04:00,WH-West,West,Automotive,Distributor,1.69,7.08,0.16,0.29,11.91,21.14,24,0,297,290,0.976,1,Picking Delay,Low,2023-09-30 03:12:17.790866,142.51,755.48
ORD-100162,CUST-148,2023-10-05 22:02:00,WH-West,East,Electronics,Distributor,0.53,1.23,0.83,4.69,4.13,11.41,96,0,119,117,0.983,1,Dispatch Backlog,Low,2023-10-06 09:26:32.872075,126.25,407.76
ORD-100163,CUST-981,2023-03-17 15:50:00,WH-West,North,Electronics,Distributor,1.56,0.02,0.49,0.24,0.67,2.98,24,0,275,268,0.975,1,Dispatch Backlog,Medium,2023-03-17 18:48:46.488093,199.26,106.49
ORD-100164,CUST-212,2023-03-27 13:27:00,WH-East,South,Furniture,B2B,0.71,0.27,0.42,0.21,4.78,6.39,24,0,76,74,0.974,1,Transport Issue,Medium,2023-03-27 19:50:33.860648,118.46,228.48
ORD-100165,CUST-256,2023-03-10 14:48:00,WH-North,South,Electronics,B2B,6.16,0.7,0.08,2.31,0.47,9.72,72,0,109,106,0.972,1,Staff Shortage,Low,2023-03-11 00:31:08.842541,161.2,347.36
ORD-100166,CUST-742,2023-04-04 13:51:00,WH-East,East,Apparel,Distributor,1.02,1.56,2.71,0.52,8.64,14.45,24,0,119,116,0.975,1,Staff Shortage,Medium,2023-04-05 04:18:03.196077,151.38,516.47
ORD-100167,CUST-263,2023-07-23 15:25:00,WH-North,South,Electronics,Retail,7.61,0.14,1.41,0.02,3.05,12.23,24,0,461,448,0.972,1,Transport Issue,Medium,2023-07-24 03:39:05.997652,94.55,437.28
ORD-100168,CUST-911,2023-12-07 06:35:00,WH-North,West,FMCG,B2B,1.9,5.17,0.16,1.65,2.04,10.92,48,0,369,359,0.973,1,Transport Issue,Medium,2023-12-07 17:30:13.095484,165.58,390.29
ORD-100169,CUST-796,2023-10-16 04:22:00,WH-South,West,Automotive,Online,2.5,0.82,0.08,0.44,0.25,4.08,72,0,258,245,0.95,1,None,Medium,2023-10-16 08:27:01.567921,189.89,145.95
ORD-100170,CUST-532,2023-09-07 09:53:00,WH-North,East,Automotive,B2B,1.96,4.39,4.42,0.52,2.01,13.3,24,0,20,20,1.0,0,Dispatch Backlog,Low,2023-09-07 23:11:09.409748,82.94,475.43
ORD-100171,CUST-710,2023-11-21 03:33:00,WH-South,West,Apparel,Distributor,0.35,2.73,1.37,0.24,9.81,14.5,48,0,119,114,0.958,1,Staff Shortage,Medium,2023-11-21 18:02:44.298043,141.62,518.07
ORD-100172,CUST-165,2023-06-29 09:57:00,WH-North,North,Electronics,Retail,1.18,2.53,0.65,0.69,0.09,5.14,72,0,351,339,0.966,1,None,High,2023-06-29 15:05:21.432347,199.22,183.68
ORD-100173,CUST-494,2023-05-27 00:55:00,WH-West,South,Furniture,Distributor,0.26,1.68,1.45,3.77,2.7,9.87,72,0,137,137,1.0,0,Dispatch Backlog,Medium,2023-05-27 10:47:01.003117,93.92,352.64
ORD-100174,CUST-490,2023-11-21 12:03:00,WH-West,East,Apparel,Distributor,2.44,1.77,1.69,4.97,11.24,22.11,96,0,277,261,0.942,1,Transport Issue,Low,2023-11-22 10:09:40.125773,153.83,790.25
ORD-100175,CUST-710,2023-01-16 23:15:00,WH-South,East,Furniture,Distributor,1.48,1.83,1.82,1.81,2.11,9.04,72,0,255,246,0.965,1,Dispatch Backlog,Low,2023-01-17 08:17:35.014036,207.46,323.2
ORD-100176,CUST-579,2023-09-04 01:48:00,WH-East,South,Apparel,Distributor,3.76,1.78,0.78,2.12,2.35,10.79,72,0,264,255,0.966,1,Picking Delay,High,2023-09-04 12:35:32.266669,302.85,385.72
ORD-100177,CUST-641,2023-06-09 19:23:00,WH-North,North,Electronics,Online,0.62,1.45,0.67,0.1,3.63,6.48,48,0,167,163,0.976,1,Transport Issue,Medium,2023-06-10 01:51:40.708193,159.68,231.52
ORD-100178,CUST-357,2023-06-27 02:59:00,WH-East,East,Apparel,Retail,0.45,7.74,0.01,0.22,2.61,11.03,24,0,165,160,0.97,1,Picking Delay,Medium,2023-06-27 14:00:36.857225,178.92,394.1
ORD-100179,CUST-666,2023-02-02 00:50:00,WH-East,South,Apparel,Retail,1.3,2.37,3.13,0.89,0.78,8.48,72,0,29,29,1.0,0,Dispatch Backlog,Low,2023-02-02 09:18:41.542025,171.89,303.01
ORD-100180,CUST-981,2023-04-11 11:02:00,WH-North,North,FMCG,Retail,6.53,2.7,1.11,2.36,0.08,12.77,96,0,467,459,0.983,1,Staff Shortage,High,2023-04-11 23:48:22.787547,97.56,456.51
ORD-100181,CUST-111,2023-03-06 00:39:00,WH-North,East,Furniture,B2B,3.1,3.71,0.27,4.04,3.95,15.07,72,0,35,33,0.943,1,Picking Delay,Low,2023-03-06 15:42:59.173072,360.88,538.47
ORD-100182,CUST-796,2023-11-26 10:43:00,WH-South,North,Apparel,Retail,1.36,0.44,3.02,2.79,10.65,18.26,24,0,237,227,0.958,1,Picking Delay,Medium,2023-11-27 04:58:23.660158,164.74,652.49
ORD-100183,CUST-838,2023-10-12 12:11:00,WH-South,East,Furniture,Retail,1.82,0.16,2.96,1.49,0.47,6.9,48,0,294,288,0.98,1,Transport Issue,Medium,2023-10-12 19:05:04.161081,134.77,246.65
ORD-100184,CUST-217,2023-04-05 13:01:00,WH-East,South,Electronics,Distributor,0.22,1.19,5.43,0.38,1.0,8.21,48,0,90,86,0.956,1,Inventory Shortage,Medium,2023-04-05 21:13:43.309456,235.5,293.5
ORD-100185,CUST-798,2023-09-10 18:49:00,WH-West,South,Automotive,Online,10.43,1.3,2.49,4.55,1.94,20.71,72,0,203,195,0.961,1,Dispatch Backlog,Low,2023-09-11 15:31:35.907463,114.97,740.17
ORD-100186,CUST-649,2023-02-04 22:16:00,WH-East,South,Apparel,Distributor,2.74,3.18,7.33,1.36,6.95,21.56,72,0,228,224,0.982,1,Dispatch Backlog,Low,2023-02-05 19:49:50.969358,173.36,770.7
ORD-100187,CUST-868,2023-03-31 07:28:00,WH-South,North,Electronics,Online,0.84,1.06,0.34,4.0,1.32,7.55,48,0,419,407,0.971,1,Picking Delay,High,2023-03-31 15:00:46.613254,130.76,269.7
ORD-100188,CUST-373,2023-03-31 01:50:00,WH-North,West,FMCG,B2B,2.2,1.52,2.22,2.16,8.98,17.08,24,0,68,66,0.971,1,Picking Delay,Medium,2023-03-31 18:54:42.071154,113.83,610.38
ORD-100189,CUST-887,2023-04-15 06:03:00,WH-West,North,FMCG,Retail,0.29,1.35,2.08,4.03,0.24,7.98,96,0,131,126,0.962,1,Staff Shortage,High,2023-04-15 14:01:44.717709,146.51,285.17
ORD-100190,CUST-756,2023-11-10 20:49:00,WH-South,South,Furniture,Distributor,8.44,0.07,0.32,7.13,11.88,27.85,72,0,365,351,0.962,1,Inventory Shortage,Medium,2023-11-12 00:39:43.345486,153.91,995.19
ORD-100191,CUST-448,2023-03-16 23:35:00,WH-East,East,Furniture,Online,0.48,1.72,0.12,7.62,3.46,13.4,24,0,111,110,0.991,1,Dispatch Backlog,High,2023-03-17 12:58:42.197436,140.29,478.74
ORD-100192,CUST-214,2023-08-05 20:56:00,WH-North,West,Automotive,B2B,2.61,3.17,4.66,2.3,4.52,17.25,48,0,12,12,1.0,0,None,High,2023-08-06 14:11:12.138078,379.69,616.63
ORD-100193,CUST-400,2023-06-13 09:36:00,WH-North,North,Furniture,B2B,0.7,0.31,0.42,2.15,1.93,5.51,96,0,288,277,0.962,1,Staff Shortage,Medium,2023-06-13 15:06:29.786670,153.43,196.87
ORD-100194,CUST-545,2023-07-11 02:48:00,WH-North,North,Electronics,Distributor,3.16,1.62,2.46,0.93,6.4,14.57,72,0,175,168,0.96,1,Picking Delay,Medium,2023-07-11 17:21:54.947509,128.94,520.56
ORD-100195,CUST-261,2023-04-09 15:35:00,WH-East,East,Apparel,Online,3.75,1.62,0.0,8.24,0.77,14.38,48,0,319,313,0.981,1,Dispatch Backlog,Medium,2023-04-10 05:57:39.758121,152.03,513.86
ORD-100196,CUST-564,2023-04-06 23:22:00,WH-East,East,Automotive,Retail,2.8,0.32,0.03,1.84,0.21,5.19,24,0,154,149,0.968,1,Transport Issue,Medium,2023-04-07 04:33:37.204778,188.65,185.62
ORD-100197,CUST-103,2023-07-09 04:11:00,WH-South,South,Furniture,Retail,2.38,0.24,0.75,0.41,2.11,5.9,24,0,43,41,0.953,1,Transport Issue,Medium,2023-07-09 10:04:47.281198,169.28,210.74
ORD-100198,CUST-839,2023-07-02 12:22:00,WH-East,North,Automotive,Online,5.57,7.05,0.33,1.7,8.07,22.72,48,0,363,354,0.975,1,Transport Issue,High,2023-07-03 11:05:18.726052,268.01,812.08
ORD-100199,CUST-996,2023-08-05 02:40:00,WH-South,East,FMCG,Distributor,0.2,0.9,1.4,0.41,5.91,8.82,48,0,205,199,0.971,1,Dispatch Backlog,Low,2023-08-05 11:29:26.211978,160.02,315.37
ORD-100200,CUST-836,2023-10-13 16:48:00,WH-East,East,Electronics,Distributor,1.0,0.46,1.0,2.09,3.06,7.62,48,0,172,165,0.959,1,Picking Delay,Medium,2023-10-14 00:25:19.296778,86.24,272.41
ORD-100201,CUST-369,2023-03-03 19:47:00,WH-East,West,Furniture,Online,0.71,0.34,0.1,2.47,3.57,7.19,48,0,294,289,0.983,1,Dispatch Backlog,Medium,2023-03-04 02:58:08.923229,154.02,256.82
ORD-100202,CUST-612,2023-08-05 21:12:00,WH-North,South,Apparel,Retail,11.06,1.98,0.21,1.24,0.58,15.08,72,0,285,273,0.958,1,Transport Issue,Low,2023-08-06 12:16:34.755726,154.7,538.83
ORD-100203,CUST-880,2023-07-06 18:48:00,WH-North,South,FMCG,Retail,1.23,1.69,0.59,0.22,7.71,11.45,24,0,311,303,0.974,1,Transport Issue,Medium,2023-07-07 06:15:09.769364,211.6,409.32
ORD-100204,CUST-282,2023-04-10 11:40:00,WH-West,North,FMCG,Distributor,3.3,1.86,0.25,8.62,6.49,20.52,24,0,52,52,1.0,0,Picking Delay,Critical,2023-04-11 08:10:57.297625,89.25,733.24
ORD-100205,CUST-619,2023-03-17 08:06:00,WH-West,East,Apparel,B2B,2.89,0.17,1.89,4.45,4.49,13.88,48,0,115,113,0.983,1,Picking Delay,Medium,2023-03-17 21:58:40.260953,176.29,495.99
ORD-100206,CUST-208,2023-10-11 13:30:00,WH-North,South,Furniture,B2B,0.6,4.03,0.65,5.48,2.64,13.39,24,0,19,19,1.0,0,None,High,2023-10-12 02:53:11.772439,198.69,478.44
ORD-100207,CUST-991,2023-02-21 18:57:00,WH-South,North,Electronics,Distributor,0.68,0.89,0.12,1.37,14.02,17.08,24,0,35,35,1.0,0,Picking Delay,Medium,2023-02-22 12:01:30.084948,155.17,610.26
ORD-100208,CUST-740,2023-05-24 20:04:00,WH-East,South,Electronics,Online,0.83,0.68,0.79,4.29,8.87,15.46,48,0,48,46,0.958,1,Inventory Shortage,Medium,2023-05-25 11:31:37.234966,191.65,552.55
ORD-100209,CUST-405,2023-04-09 11:24:00,WH-North,North,FMCG,Online,1.32,1.12,0.11,1.99,4.34,8.89,72,0,233,228,0.979,1,Transport Issue,Medium,2023-04-09 20:17:27.774985,109.28,317.77
ORD-100210,CUST-961,2023-02-22 22:15:00,WH-East,East,Electronics,Retail,0.67,0.89,0.17,0.67,1.95,4.35,72,0,219,208,0.95,1,Dispatch Backlog,Low,2023-02-23 02:35:56.907999,203.94,155.44
ORD-100211,CUST-754,2023-02-26 06:44:00,WH-North,South,Electronics,Retail,0.05,3.59,0.33,0.4,4.04,8.4,72,0,110,107,0.973,1,Picking Delay,Medium,2023-02-26 15:08:16.507748,105.0,300.38
ORD-100212,CUST-619,2023-06-30 09:57:00,WH-East,North,Electronics,Distributor,5.29,4.77,2.36,1.27,3.6,17.28,72,0,254,247,0.972,1,Dispatch Backlog,Low,2023-07-01 03:13:43.876886,119.82,617.54
ORD-100213,CUST-723,2023-08-11 04:34:00,WH-East,North,FMCG,Retail,8.42,0.65,3.1,0.44,2.11,14.73,72,0,188,183,0.973,1,Transport Issue,Critical,2023-08-11 19:17:38.317398,184.46,526.35
ORD-100214,CUST-303,2023-08-03 10:10:00,WH-East,East,Furniture,B2B,1.04,3.59,2.1,19.08,1.54,27.35,48,0,31,30,0.968,1,Dispatch Backlog,Low,2023-08-04 13:31:02.489941,319.21,977.51
ORD-100215,CUST-256,2023-05-26 14:11:00,WH-North,South,FMCG,Distributor,1.03,2.74,0.49,0.15,2.19,6.61,96,0,259,252,0.973,1,None,Low,2023-05-26 20:47:18.447696,291.1,236.07
ORD-100216,CUST-482,2023-01-09 09:57:00,WH-South,North,Automotive,B2B,0.02,4.81,0.38,1.75,3.58,10.54,24,0,163,161,0.988,1,Inventory Shortage,Medium,2023-01-09 20:29:08.423320,165.19,376.54
ORD-100217,CUST-880,2023-09-10 05:06:00,WH-East,North,Automotive,Retail,2.85,0.51,0.96,1.8,2.35,8.47,24,0,344,330,0.959,1,Transport Issue,Medium,2023-09-10 13:33:58.653884,94.39,302.58
ORD-100218,CUST-265,2023-06-23 12:39:00,WH-North,North,Automotive,Retail,4.36,1.55,1.54,1.07,1.28,9.81,48,0,308,299,0.971,1,Picking Delay,Low,2023-06-23 22:27:19.695554,121.13,350.45
ORD-100219,CUST-652,2023-06-19 08:49:00,WH-North,North,Apparel,B2B,0.4,0.58,6.02,2.54,6.01,15.55,96,0,71,71,1.0,0,Dispatch Backlog,Low,2023-06-20 00:21:45.896518,131.93,555.62
ORD-100220,CUST-897,2023-10-10 01:04:00,WH-East,South,FMCG,B2B,0.43,3.13,0.17,0.49,3.18,7.4,96,0,307,298,0.971,1,Transport Issue,High,2023-10-10 08:28:14.160266,83.81,264.62
ORD-100221,CUST-643,2023-01-29 04:37:00,WH-North,West,Furniture,Distributor,3.9,0.01,0.06,4.6,0.29,8.86,72,0,56,54,0.964,1,Inventory Shortage,Medium,2023-01-29 13:28:48.248736,104.54,316.78
ORD-100222,CUST-100,2023-12-05 07:47:00,WH-East,South,FMCG,Distributor,2.39,1.5,1.42,1.21,1.93,8.46,48,0,99,97,0.98,1,Transport Issue,Low,2023-12-05 16:14:23.104470,206.5,302.23
ORD-100223,CUST-713,2023-12-31 00:21:00,WH-West,North,FMCG,Online,0.11,0.75,2.14,2.68,9.08,14.77,48,0,21,20,0.952,1,Picking Delay,Medium,2023-12-31 15:07:04.788863,281.98,527.81
ORD-100224,CUST-431,2023-05-25 06:24:00,WH-South,South,Electronics,B2B,2.44,0.7,2.25,3.77,5.91,15.07,96,0,385,372,0.966,1,Picking Delay,Low,2023-05-25 21:28:07.127838,220.99,538.55
ORD-100225,CUST-600,2023-10-28 03:35:00,WH-East,South,Automotive,Online,0.92,1.86,1.36,6.6,1.64,12.38,72,0,108,104,0.963,1,Dispatch Backlog,Low,2023-10-28 15:58:04.864785,123.25,442.63
ORD-100226,CUST-119,2023-03-11 18:43:00,WH-South,East,Apparel,Distributor,1.15,3.43,3.7,5.42,11.69,25.39,96,0,53,52,0.981,1,Transport Issue,Critical,2023-03-12 20:06:20.097107,188.04,907.4
ORD-100227,CUST-214,2023-07-01 06:26:00,WH-North,East,FMCG,Retail,3.67,1.69,0.86,2.81,0.33,9.37,48,0,6,5,0.833,1,Picking Delay,Medium,2023-07-01 15:48:03.036134,144.94,334.79
ORD-100228,CUST-471,2023-07-21 18:38:00,WH-South,North,Electronics,Retail,4.16,3.45,2.94,1.47,13.65,25.68,48,0,231,226,0.978,1,None,Low,2023-07-22 20:19:05.763487,104.35,917.98
ORD-100229,CUST-999,2023-05-06 02:44:00,WH-West,West,FMCG,B2B,1.28,0.55,4.12,2.1,1.18,9.24,72,0,482,467,0.969,1,Inventory Shortage,Critical,2023-05-06 11:58:17.408095,162.17,330.17
ORD-100230,CUST-951,2023-05-21 17:27:00,WH-East,East,Apparel,Retail,7.35,1.32,2.25,4.39,0.04,15.36,24,0,82,80,0.976,1,Picking Delay,High,2023-05-22 08:48:18.422643,181.04,548.79
ORD-100231,CUST-926,2023-05-06 19:27:00,WH-South,South,Automotive,Distributor,1.3,1.08,0.44,6.3,2.39,11.52,96,0,446,430,0.964,1,Inventory Shortage,Low,2023-05-07 06:57:57.453238,109.23,411.58
ORD-100232,CUST-414,2023-11-13 08:38:00,WH-West,North,Furniture,Online,3.69,0.02,0.26,0.33,1.87,6.17,48,0,217,214,0.986,1,Picking Delay,Medium,2023-11-13 14:48:25.640734,98.01,220.65
ORD-100233,CUST-345,2023-01-01 02:12:00,WH-East,West,FMCG,Online,1.65,1.46,0.95,1.46,3.25,8.78,96,0,335,330,0.985,1,Picking Delay,High,2023-01-01 10:58:56.327954,124.03,313.88
ORD-100234,CUST-159,2023-12-14 16:24:00,WH-East,East,FMCG,Online,5.7,1.95,0.72,4.49,6.69,19.55,48,0,47,45,0.957,1,Transport Issue,Medium,2023-12-15 11:57:06.355148,236.02,698.78
ORD-100235,CUST-346,2023-11-08 00:37:00,WH-North,North,Furniture,Distributor,5.96,1.61,2.52,1.7,7.76,19.55,72,0,352,342,0.972,1,Dispatch Backlog,Medium,2023-11-08 20:10:00.172525,194.89,698.72
ORD-100236,CUST-999,2023-04-27 05:57:00,WH-South,West,Furniture,Retail,0.23,2.4,0.13,1.21,2.15,6.12,48,0,362,353,0.975,1,Dispatch Backlog,Medium,2023-04-27 12:04:11.410628,126.66,218.72
