driver_id,trip_id,overspeed_events,harsh_brake_events,rapid_accel_events,idling_minutes,night_driving_minutes,distraction_score,safety_score,seatbelt_violation_count,camera_distraction_alerts,sharp_turn_events,avg_following_distance_meters,traffic_signal_violations,fatigue_alerts,driving_hours_this_week,eco_score,risk_category
DR_94,TRIP_270,7,0,3,40,58,0.13,79,3,4,6,38.02,1,3,53,88.0,High
DR_25,TRIP_271,7,7,5,24,10,0.86,71,3,2,3,35.11,2,3,39,60.01,Low
DR_299,TRIP_272,1,8,4,36,10,0.59,78,3,1,5,30.62,2,2,26,70.78,Low
DR_231,TRIP_273,6,4,4,40,24,0.48,74,2,3,4,38.41,3,0,57,87.41,Low
DR_296,TRIP_274,9,6,0,7,87,0.15,78,1,0,1,7.77,0,0,28,85.7,High
DR_238,TRIP_275,3,5,1,8,88,0.57,87,1,2,3,16.12,1,3,32,58.27,High
DR_83,TRIP_276,7,8,1,32,70,0.85,73,2,4,6,28.09,1,3,35,50.69,Medium
DR_246,TRIP_277,10,0,6,20,31,0.49,75,0,4,1,14.62,0,3,68,73.97,High
DR_30,TRIP_278,9,0,1,23,28,0.5,81,2,3,3,27.12,3,2,28,50.15,Medium
DR_259,TRIP_279,10,0,3,19,120,0.17,78,1,4,2,23.46,4,0,57,57.21,Medium
DR_45,TRIP_280,5,1,4,22,15,0.6,83,0,3,1,5.21,4,0,38,78.63,Medium
DR_228,TRIP_281,10,2,3,24,76,0.77,75,2,4,2,34.36,3,3,46,61.14,High
DR_171,TRIP_282,2,6,2,28,91,0.62,82,2,0,0,9.67,3,2,64,77.82,High
DR_244,TRIP_283,1,3,6,33,61,0.88,82,1,2,0,36.14,3,2,19,90.02,Medium
DR_145,TRIP_284,1,7,1,37,6,0.76,82,2,5,1,9.07,3,1,66,82.37,Low
DR_139,TRIP_285,5,7,2,22,120,0.27,78,3,1,3,14.02,3,0,44,73.97,High
DR_16,TRIP_286,6,7,4,23,2,0.77,74,0,3,3,35.85,0,3,61,93.86,Medium
DR_284,TRIP_287,10,3,4,26,119,0.78,72,3,4,4,28.56,4,0,20,60.28,High
DR_262,TRIP_288,3,3,3,21,93,0.7,85,3,1,6,22.01,4,1,67,66.18,Medium
DR_269,TRIP_289,8,8,3,38,23,0.42,68,1,0,3,27.49,4,2,37,65.19,High
DR_98,TRIP_290,2,4,3,38,21,0.43,82,1,2,0,13.56,2,2,43,92.11,Low
DR_243,TRIP_291,6,1,2,35,34,0.28,81,0,3,2,13.03,2,2,40,67.2,High
DR_130,TRIP_292,6,8,2,36,74,0.4,72,1,4,0,12.06,2,3,53,87.38,Medium
DR_140,TRIP_293,1,3,3,27,119,0.74,87,1,3,2,20.77,4,3,22,96.99,Medium
DR_142,TRIP_294,1,5,4,17,10,0.63,85,0,2,2,11.88,2,0,47,66.36,High
DR_205,TRIP_295,4,1,0,15,28,0.35,90,1,0,2,31.75,0,2,13,76.69,Low
DR_259,TRIP_296,4,4,4,23,33,0.74,81,1,0,3,8.74,0,0,18,82.65,High
DR_58,TRIP_297,4,4,0,12,45,0.39,87,1,2,5,10.43,1,0,44,86.94,Medium
DR_6,TRIP_298,6,3,2,13,24,0.47,83,1,3,6,27.59,3,1,54,56.53,High
DR_213,TRIP_299,5,4,3,3,31,0.41,84,1,1,6,18.66,4,0,68,82.67,High
DR_45,TRIP_300,8,6,0,39,10,0.63,73,2,3,5,38.65,4,3,41,89.98,High
DR_111,TRIP_301,9,0,1,6,32,0.19,85,0,0,4,38.39,2,1,42,50.56,High
DR_73,TRIP_302,4,7,2,18,48,0.78,80,3,3,1,15.11,3,2,24,65.99,High
DR_47,TRIP_303,7,2,4,39,79,0.78,75,3,2,0,13.31,1,0,18,96.21,Low
DR_45,TRIP_304,1,4,0,15,7,0.43,91,3,0,6,8.97,0,2,30,63.03,High
DR_26,TRIP_305,2,2,2,29,94,0.86,87,0,2,5,38.21,2,1,70,61.98,High
DR_287,TRIP_306,1,6,1,33,10,0.43,84,2,4,6,19.15,4,0,70,64.64,Medium
DR_48,TRIP_307,7,1,0,39,94,0.72,81,2,4,3,29.94,2,3,70,81.32,Medium
DR_85,TRIP_308,10,4,1,13,102,0.3,77,0,1,2,11.35,1,2,43,78.82,Medium
DR_279,TRIP_309,1,1,1,38,66,0.54,89,2,4,2,12.85,3,0,33,96.24,High
DR_296,TRIP_310,3,0,3,2,105,0.37,92,1,3,0,34.04,3,3,64,65.93,High
DR_18,TRIP_311,6,7,3,40,56,0.65,72,1,5,4,29.65,1,3,24,92.16,Medium
DR_156,TRIP_312,7,4,0,29,3,0.44,79,2,5,0,38.84,1,2,42,74.74,Medium
DR_78,TRIP_313,4,5,1,18,48,0.25,84,1,4,5,10.94,0,1,57,92.47,High
DR_162,TRIP_314,2,4,3,26,18,0.5,84,1,4,3,39.53,0,2,59,72.43,Low
DR_211,TRIP_315,6,8,2,8,103,0.72,78,0,0,5,29.27,0,2,64,93.55,High
DR_296,TRIP_316,0,5,1,38,107,0.31,86,3,3,5,14.8,1,3,40,70.95,Medium
DR_45,TRIP_317,3,5,5,6,89,0.12,83,3,2,0,18.62,2,1,12,64.25,Low
DR_110,TRIP_318,9,5,1,11,43,0.83,78,3,3,6,36.16,2,1,51,58.09,Low
DR_4,TRIP_319,6,2,4,15,105,0.48,82,2,3,5,27.0,4,0,36,96.41,Low
DR_269,TRIP_320,9,6,5,8,69,0.49,73,2,0,2,17.63,1,2,41,78.63,Low
DR_30,TRIP_321,3,8,4,9,117,0.78,80,2,5,1,24.97,4,1,41,68.46,High
DR_92,TRIP_322,2,0,1,31,78,0.22,90,0,1,3,9.01,2,1,49,66.49,Medium
DR_169,TRIP_323,2,0,0,29,59,0.66,92,3,1,5,7.42,4,3,38,87.66,Low
DR_53,TRIP_324,7,0,0,12,19,0.11,88,2,5,6,17.94,3,2,14,84.2,High
DR_214,TRIP_325,10,7,6,24,63,0.15,66,0,4,1,12.17,3,3,65,63.15,High
DR_181,TRIP_326,8,3,3,11,102,0.57,79,0,1,0,21.18,2,0,64,64.55,Low
DR_257,TRIP_327,7,1,2,34,55,0.25,80,1,3,1,31.15,2,2,39,72.78,Low
DR_57,TRIP_328,5,4,1,16,89,0.24,84,3,0,5,17.73,2,1,61,63.35,Low
DR_118,TRIP_329,2,2,4,22,87,0.26,86,2,5,0,30.0,0,0,11,80.1,Low
DR_22,TRIP_330,1,3,3,19,87,0.81,88,3,4,4,14.08,2,1,66,84.21,High
DR_176,TRIP_331,4,3,3,31,84,0.9,81,1,4,3,14.24,2,2,59,65.56,Low
DR_160,TRIP_332,10,0,0,13,51,0.31,83,0,2,4,15.75,3,2,14,68.03,High
DR_293,TRIP_333,10,1,1,12,78,0.11,81,3,3,3,39.52,4,0,53,71.18,Low
DR_203,TRIP_334,9,3,0,14,95,0.55,81,1,0,2,11.99,0,2,15,50.65,High
DR_35,TRIP_335,10,7,0,30,110,0.36,71,2,3,0,10.1,0,3,51,60.54,High
DR_31,TRIP_336,8,5,5,16,59,0.32,74,1,2,2,7.46,1,2,53,63.42,Medium
DR_150,TRIP_337,4,6,6,36,14,0.49,73,1,5,0,19.23,0,0,63,89.05,Medium
DR_247,TRIP_338,2,5,2,6,116,0.27,88,3,5,4,35.07,1,1,24,98.89,High
DR_300,TRIP_339,1,3,3,15,98,0.17,89,0,3,5,36.09,4,2,46,99.55,Low
DR_270,TRIP_340,4,5,4,9,92,0.44,82,3,3,4,31.2,2,0,41,86.26,High
DR_209,TRIP_341,2,3,3,7,85,0.38,89,2,2,1,16.03,3,2,23,95.55,High
DR_51,TRIP_342,9,2,5,4,12,0.68,78,3,3,1,6.64,4,3,69,71.8,Low
DR_48,TRIP_343,5,5,2,20,73,0.52,81,1,1,1,27.94,0,3,56,72.6,Low
DR_300,TRIP_344,10,4,5,25,34,0.33,70,2,1,0,20.55,3,3,16,84.06,Low
DR_281,TRIP_345,2,0,2,24,96,0.24,90,0,1,5,19.05,4,1,23,73.84,High
DR_148,TRIP_346,9,3,5,2,1,0.26,77,1,5,0,7.18,0,2,59,92.12,Medium
DR_1,TRIP_347,10,7,5,20,1,0.73,68,3,5,1,13.37,4,0,57,56.44,High
DR_163,TRIP_348,3,1,0,36,9,0.72,88,0,0,1,14.94,3,1,40,57.83,Low
DR_109,TRIP_349,2,5,3,3,87,0.37,88,1,0,5,33.04,4,1,70,57.58,Low
DR_135,TRIP_350,0,7,2,31,10,0.17,84,0,3,1,26.18,1,0,62,89.13,Medium
DR_39,TRIP_351,0,4,5,19,97,0.72,86,3,4,5,31.61,3,2,28,51.34,High
DR_239,TRIP_352,0,3,3,12,102,0.69,91,2,2,1,11.95,4,3,30,51.88,Medium
DR_101,TRIP_353,1,4,4,11,55,0.46,88,1,3,5,7.63,2,3,51,56.05,Low
DR_248,TRIP_354,0,7,1,12,9,0.85,89,0,2,6,6.13,4,1,25,74.63,Low
DR_177,TRIP_355,4,5,0,32,83,0.42,82,2,1,5,16.29,0,3,49,64.08,Low
DR_284,TRIP_356,1,7,2,12,111,0.36,86,0,1,1,39.2,4,1,19,64.79,Medium
DR_104,TRIP_357,10,3,3,24,94,0.48,74,1,4,6,28.35,2,1,46,82.04,High
DR_235,TRIP_358,4,4,3,9,24,0.63,85,3,4,0,18.53,2,3,42,53.63,Low
DR_234,TRIP_359,3,7,0,36,77,0.61,80,2,2,2,20.0,3,3,47,62.47,Medium
DR_173,TRIP_360,8,3,6,14,9,0.11,75,1,4,2,6.81,4,3,64,57.16,High
DR_105,TRIP_361,4,8,0,29,116,0.69,79,0,5,4,28.29,3,2,53,76.18,Low
DR_253,TRIP_362,7,8,3,11,17,0.65,75,0,3,5,15.77,3,0,13,62.03,High
DR_120,TRIP_363,4,0,1,36,2,0.21,86,2,3,5,36.02,0,0,23,51.79,Low
DR_123,TRIP_364,10,6,0,21,69,0.89,74,1,0,3,9.04,1,1,20,98.15,Low
DR_145,TRIP_365,8,3,1,32,35,0.65,77,1,2,3,34.31,4,3,44,62.62,Medium
DR_231,TRIP_366,7,0,2,26,86,0.39,83,0,2,3,7.85,1,1,66,55.34,Low
DR_91,TRIP_367,4,5,2,33,40,0.46,80,0,3,1,15.14,4,2,21,83.94,Low
DR_258,TRIP_368,1,3,1,25,31,0.16,89,0,0,6,15.46,4,0,67,85.52,Low
DR_162,TRIP_369,7,7,6,8,55,0.22,73,2,2,4,20.9,3,3,70,60.54,High
DR_188,TRIP_370,4,1,4,15,86,0.65,86,2,4,2,22.18,1,0,47,96.21,High
DR_178,TRIP_371,6,6,5,8,77,0.58,77,1,5,0,36.11,0,3,62,76.61,High
DR_74,TRIP_372,8,5,5,26,94,0.34,72,2,5,3,28.52,1,3,14,91.4,Low
DR_186,TRIP_373,0,8,5,23,74,0.17,81,0,0,5,30.89,1,1,14,90.53,High
DR_64,TRIP_374,2,0,4,6,1,0.81,92,3,1,0,6.67,0,2,52,91.65,Medium
DR_197,TRIP_375,5,3,0,8,33,0.9,88,1,4,4,24.1,3,1,46,86.05,High
DR_160,TRIP_376,2,0,1,33,14,0.18,90,3,3,1,19.59,3,1,45,96.68,Medium
DR_205,TRIP_377,0,4,1,0,102,0.61,95,1,1,1,37.32,1,1,42,82.95,Medium
DR_259,TRIP_378,8,2,4,26,71,0.38,76,2,5,6,37.96,3,1,31,65.06,High
DR_58,TRIP_379,1,5,6,35,90,0.63,79,1,0,0,10.34,1,0,10,76.2,Low
DR_272,TRIP_380,0,7,1,22,26,0.26,87,1,1,3,6.08,0,0,58,86.72,Low
DR_219,TRIP_381,10,4,6,15,99,0.39,71,0,4,6,19.51,2,0,66,88.47,Medium
DR_256,TRIP_382,9,2,2,9,20,0.55,81,2,1,5,33.66,3,0,36,82.5,Medium
DR_77,TRIP_383,4,4,4,33,58,0.53,79,2,3,5,26.42,0,2,70,56.64,Low
DR_125,TRIP_384,8,4,1,15,4,0.14,80,2,2,2,36.28,0,1,70,65.64,Medium
DR_243,TRIP_385,7,1,3,21,31,0.6,81,0,5,2,9.89,3,1,63,59.22,Low
DR_224,TRIP_386,0,6,5,35,28,0.76,81,1,1,6,37.03,0,2,23,83.36,Medium
DR_122,TRIP_387,7,7,0,15,103,0.49,79,3,5,6,18.64,1,2,51,64.44,High
DR_114,TRIP_388,4,8,5,35,35,0.16,72,3,5,1,25.05,4,1,18,84.21,Low
DR_242,TRIP_389,9,2,5,17,115,0.65,76,2,0,3,11.81,4,2,30,76.76,Low
DR_72,TRIP_390,9,3,1,18,27,0.43,79,2,1,1,16.08,2,3,70,97.98,Low
DR_264,TRIP_391,7,1,2,17,26,0.66,83,1,5,5,16.21,3,3,57,56.19,Medium
DR_68,TRIP_392,1,5,5,24,65,0.84,83,1,1,2,8.43,3,3,48,77.39,Low
DR_82,TRIP_393,7,1,5,23,18,0.43,79,0,2,5,9.73,3,1,46,77.07,Low
DR_49,TRIP_394,8,1,2,21,4,0.1,81,0,3,4,14.0,1,0,60,64.29,Medium
DR_111,TRIP_395,4,6,1,30,17,0.5,80,0,0,2,20.08,2,0,46,60.07,Medium
DR_89,TRIP_396,4,7,3,5,55,0.77,82,0,0,6,37.56,4,1,13,71.66,Medium
DR_288,TRIP_397,1,3,2,5,77,0.2,92,3,5,0,27.74,1,1,44,90.25,Medium
DR_208,TRIP_398,0,4,5,26,109,0.65,85,0,2,3,8.38,3,3,29,97.66,Medium
DR_33,TRIP_399,5,2,5,0,69,0.15,85,2,0,0,13.52,1,3,61,67.75,High
DR_136,TRIP_400,9,6,4,14,4,0.69,73,1,5,0,6.52,2,3,68,53.0,High
DR_203,TRIP_401,7,2,6,5,52,0.28,80,0,1,5,14.5,2,0,52,50.45,Low
DR_174,TRIP_402,2,7,6,40,41,0.26,74,0,1,1,36.79,2,2,39,53.26,Low
DR_19,TRIP_403,10,8,1,14,49,0.61,72,1,2,0,38.75,4,2,53,73.13,Low
DR_99,TRIP_404,1,4,2,11,53,0.25,90,0,5,6,14.39,1,0,57,59.52,Low
DR_122,TRIP_405,6,1,6,17,100,0.55,80,1,2,1,8.22,4,0,45,85.37,High
DR_57,TRIP_406,2,2,0,14,47,0.77,92,0,0,3,22.37,3,1,54,59.31,High
DR_31,TRIP_407,7,6,4,13,22,0.64,76,1,2,3,18.64,1,3,22,76.16,High
DR_114,TRIP_408,8,3,0,7,108,0.61,83,3,3,4,34.54,4,1,44,89.56,High
DR_129,TRIP_409,7,3,5,12,89,0.24,78,2,5,0,15.08,4,0,52,85.11,Low
DR_11,TRIP_410,1,3,6,1,3,0.29,89,3,2,4,23.13,1,2,37,70.5,Low
DR_98,TRIP_411,7,8,6,12,58,0.37,71,0,4,4,6.6,2,2,69,55.03,Low
DR_111,TRIP_412,1,5,2,23,57,0.86,86,0,0,4,25.82,3,2,66,54.86,High
DR_126,TRIP_413,5,2,4,11,97,0.21,84,0,3,3,33.18,2,1,70,70.13,High
DR_52,TRIP_414,5,8,2,4,116,0.29,80,3,2,3,6.96,4,3,52,81.55,High
DR_57,TRIP_415,6,0,3,38,90,0.63,81,2,4,1,24.76,4,2,10,96.54,Low
DR_11,TRIP_416,6,0,4,34,120,0.11,80,2,1,6,26.93,2,1,45,70.66,Low
DR_79,TRIP_417,2,4,1,40,13,0.73,84,1,5,4,31.42,3,1,27,87.67,High
DR_171,TRIP_418,5,2,3,16,81,0.69,84,1,3,5,28.7,3,0,39,98.11,High
DR_251,TRIP_419,0,4,3,13,26,0.39,90,1,4,4,34.86,3,3,56,69.14,Low
DR_125,TRIP_420,5,3,3,38,107,0.17,78,2,3,6,11.38,1,3,63,61.88,Medium
DR_169,TRIP_421,4,2,6,22,8,0.47,81,0,4,5,16.69,0,0,54,50.33,Medium
DR_115,TRIP_422,10,1,0,15,36,0.59,81,3,3,5,6.01,4,0,47,67.25,Low
DR_118,TRIP_423,6,7,1,28,76,0.81,76,1,1,5,12.18,3,2,43,70.97,High
DR_59,TRIP_424,5,4,1,4,86,0.18,86,1,0,5,9.13,3,0,64,93.82,Low
DR_168,TRIP_425,3,6,5,36,72,0.21,76,2,0,5,9.92,1,0,22,70.28,Low
DR_80,TRIP_426,3,1,3,23,12,0.64,87,1,0,2,21.55,2,0,57,73.3,High
DR_249,TRIP_427,3,3,4,22,91,0.71,84,3,2,3,30.71,0,2,42,69.33,High
DR_133,TRIP_428,3,3,4,31,87,0.12,82,1,0,0,28.6,2,3,65,77.64,Low
DR_247,TRIP_429,7,3,5,25,60,0.88,76,2,4,5,27.73,2,0,33,90.07,High
DR_296,TRIP_430,3,2,3,20,71,0.12,86,0,3,5,37.95,1,2,37,67.61,Low
DR_62,TRIP_431,8,2,5,33,120,0.29,74,0,5,4,27.15,0,1,22,68.27,Medium
DR_107,TRIP_432,10,7,5,36,49,0.53,64,0,2,1,9.2,2,0,32,97.83,Medium
DR_14,TRIP_433,0,6,5,20,105,0.2,84,1,1,2,31.12,4,2,42,83.53,High
DR_106,TRIP_434,10,0,4,9,46,0.8,79,0,0,4,18.8,0,1,29,90.77,Low
DR_292,TRIP_435,2,8,6,27,89,0.65,76,1,4,4,11.63,3,2,10,81.99,High
DR_85,TRIP_436,0,3,4,12,24,0.57,90,0,5,0,19.23,3,0,52,82.22,Medium
DR_168,TRIP_437,6,3,5,24,32,0.11,78,1,1,3,20.49,1,0,69,93.18,Medium
DR_99,TRIP_438,5,3,2,26,102,0.78,82,3,4,1,35.54,2,2,32,83.93,Medium
DR_41,TRIP_439,8,5,6,0,37,0.8,76,2,3,5,34.81,1,2,32,98.83,High
DR_170,TRIP_440,6,6,2,5,70,0.19,81,0,4,2,19.35,3,2,60,55.81,Medium
DR_122,TRIP_441,0,6,6,39,25,0.62,79,2,5,3,33.29,3,0,69,74.83,Medium
DR_227,TRIP_442,7,7,5,30,57,0.2,70,0,0,3,27.25,4,1,43,81.16,High
DR_264,TRIP_443,1,5,1,39,44,0.39,84,2,5,2,20.49,1,2,57,57.51,Medium
DR_230,TRIP_444,8,3,1,31,89,0.81,78,1,0,2,11.77,2,1,14,55.66,Low
DR_55,TRIP_445,10,6,1,6,99,0.82,76,2,1,3,14.9,0,2,63,76.46,Medium
DR_211,TRIP_446,6,5,3,18,29,0.86,79,0,0,5,21.46,1,0,68,79.69,Medium
DR_189,TRIP_447,5,8,0,24,39,0.17,79,3,5,4,19.22,4,0,28,50.95,High
DR_140,TRIP_448,6,8,3,1,27,0.6,78,2,5,3,8.06,4,3,45,94.4,Medium
DR_81,TRIP_449,9,5,5,40,18,0.7,67,2,3,0,16.53,3,1,63,99.46,Low
DR_191,TRIP_450,9,6,3,0,22,0.88,76,1,2,2,13.55,0,2,59,94.55,Medium
DR_27,TRIP_451,2,1,0,38,93,0.39,89,3,1,3,7.47,1,3,70,80.04,Medium
DR_234,TRIP_452,7,6,5,15,102,0.74,74,1,5,1,34.76,3,3,34,54.07,Low
DR_86,TRIP_453,0,2,3,10,85,0.19,93,3,1,2,34.84,4,3,41,54.41,Medium
DR_237,TRIP_454,1,7,0,11,47,0.52,88,2,0,6,30.54,3,2,28,73.89,Low
DR_268,TRIP_455,7,3,6,15,118,0.62,77,0,1,0,16.49,2,0,44,61.28,Low
DR_276,TRIP_456,2,6,3,18,45,0.77,83,0,5,5,22.93,1,2,32,97.52,Low
DR_101,TRIP_457,8,8,1,7,33,0.85,76,2,5,1,11.73,0,0,10,67.16,Low
DR_162,TRIP_458,4,2,6,23,76,0.19,81,3,3,4,23.13,1,0,31,61.45,Medium
DR_239,TRIP_459,2,2,2,12,55,0.61,90,1,1,2,7.68,2,2,35,81.48,High
DR_44,TRIP_460,4,0,5,12,34,0.45,87,1,0,4,7.98,0,2,33,57.23,Low
DR_228,TRIP_461,9,8,2,34,52,0.79,68,1,3,2,17.6,2,2,17,62.48,Medium
DR_64,TRIP_462,10,1,5,19,26,0.2,75,0,2,2,26.74,4,3,65,97.78,Low
DR_155,TRIP_463,8,4,2,15,96,0.64,78,0,4,4,23.0,0,0,27,78.92,Low
DR_101,TRIP_464,7,2,3,11,86,0.52,82,2,0,4,19.82,0,0,30,80.75,Low
DR_174,TRIP_465,10,1,3,6,10,0.32,80,1,5,3,16.81,2,0,41,70.3,High
DR_259,TRIP_466,5,7,6,20,88,0.5,74,0,4,2,5.94,0,2,69,98.12,Low
DR_11,TRIP_467,0,1,4,13,60,0.81,92,1,4,2,6.22,4,3,12,69.94,Low
DR_115,TRIP_468,6,5,4,5,62,0.38,80,0,1,3,23.5,4,2,47,78.77,Medium
DR_243,TRIP_469,10,6,5,11,112,0.72,71,2,1,3,7.98,0,0,50,74.37,Low
DR_223,TRIP_470,4,3,0,25,59,0.23,86,0,5,2,31.16,4,0,67,97.38,Medium
DR_92,TRIP_471,5,4,0,10,19,0.46,86,3,5,5,27.8,2,2,26,79.66,Medium
DR_169,TRIP_472,10,8,4,38,116,0.79,64,3,5,4,15.83,2,0,44,72.05,High
DR_286,TRIP_473,7,0,3,0,111,0.59,87,0,1,5,17.9,3,1,42,98.98,Medium
DR_64,TRIP_474,5,4,2,23,29,0.54,81,1,0,1,27.83,1,3,70,59.62,Medium
DR_163,TRIP_475,10,5,6,17,109,0.21,69,1,3,4,17.07,2,2,19,60.66,High
DR_78,TRIP_476,6,3,0,9,31,0.31,86,2,2,2,17.84,3,0,58,98.82,High
DR_91,TRIP_477,3,1,5,34,60,0.26,82,1,5,0,36.93,1,1,42,60.16,Low
DR_67,TRIP_478,0,0,5,19,114,0.41,91,3,5,2,8.96,2,0,64,56.18,High
DR_206,TRIP_479,10,7,6,37,81,0.8,63,1,4,3,37.6,0,0,43,93.47,Low
DR_125,TRIP_480,2,5,5,32,40,0.3,80,1,5,3,30.05,0,3,37,64.3,Low
DR_4,TRIP_481,7,0,4,7,68,0.73,84,3,3,1,21.23,3,2,69,51.11,Low
DR_168,TRIP_482,6,4,1,37,96,0.46,78,0,3,4,13.13,3,2,10,82.56,Low
DR_42,TRIP_483,0,2,1,31,64,0.56,91,2,4,5,30.55,2,0,11,97.96,Medium
DR_77,TRIP_484,0,6,5,40,44,0.1,80,0,2,0,39.03,1,1,21,90.35,High
DR_262,TRIP_485,4,0,1,28,102,0.16,88,3,2,5,23.64,3,3,25,99.23,Medium
DR_115,TRIP_486,7,8,4,15,63,0.47,73,1,1,5,24.17,3,3,61,79.35,Medium
DR_298,TRIP_487,8,5,6,4,32,0.55,75,2,5,5,26.64,1,2,64,92.7,Medium
DR_69,TRIP_488,3,4,0,21,28,0.87,87,1,1,6,20.85,0,3,36,97.42,Medium
DR_267,TRIP_489,2,8,1,3,91,0.62,86,0,5,3,18.94,4,1,35,50.43,High
DR_294,TRIP_490,5,5,0,22,71,0.59,83,0,5,3,9.09,3,3,23,52.82,Medium
DR_292,TRIP_491,0,2,3,35,12,0.59,88,0,1,0,38.49,0,1,43,51.03,High
DR_209,TRIP_492,1,1,0,1,48,0.35,98,2,5,1,13.03,2,2,43,62.88,Low
DR_23,TRIP_493,2,3,5,13,21,0.38,86,1,0,5,5.16,0,1,14,94.8,Medium
DR_176,TRIP_494,10,8,4,17,11,0.66,68,3,0,3,22.33,2,1,17,50.71,Low
DR_239,TRIP_495,3,0,5,38,102,0.7,83,1,5,3,25.72,3,0,28,90.98,Medium
DR_178,TRIP_496,3,8,3,5,119,0.84,82,0,0,3,15.1,1,3,19,93.39,Medium
DR_299,TRIP_497,8,8,0,8,92,0.41,77,0,0,6,28.88,2,1,23,90.51,High
DR_2,TRIP_498,0,5,1,39,15,0.19,86,1,5,0,14.03,0,2,13,65.29,Medium
DR_278,TRIP_499,10,3,6,3,92,0.51,75,3,0,5,29.58,1,3,69,56.87,High
DR_223,TRIP_500,5,6,3,13,27,0.27,80,3,2,3,28.73,4,1,10,86.71,Medium
DR_24,TRIP_501,1,5,2,25,66,0.7,86,0,1,1,28.62,3,0,37,69.84,High
DR_277,TRIP_502,0,1,1,30,43,0.31,92,2,2,0,21.05,4,2,10,79.31,Low
DR_58,TRIP_503,8,5,2,3,74,0.58,80,1,2,3,13.26,2,2,37,87.33,High
DR_52,TRIP_504,10,8,6,22,59,0.22,65,1,1,5,5.64,1,3,34,60.04,High
DR_208,TRIP_505,9,6,2,31,10,0.15,71,3,3,3,29.76,0,0,11,82.37,Medium
DR_114,TRIP_506,0,0,2,30,93,0.21,92,2,5,4,36.28,4,3,57,90.29,High
DR_217,TRIP_507,1,3,6,25,42,0.6,84,3,4,0,15.76,3,1,28,95.17,Low
DR_170,TRIP_508,10,7,1,23,53,0.34,71,3,5,6,17.88,0,0,50,95.78,Low
DR_239,TRIP_509,0,4,4,26,105,0.34,86,1,2,5,20.98,3,0,69,94.8,Medium
DR_13,TRIP_510,7,3,6,32,57,0.68,73,2,1,5,33.68,1,1,16,58.22,Low
DR_260,TRIP_511,2,2,5,9,38,0.86,88,2,1,3,14.1,4,1,28,87.4,Low
DR_255,TRIP_512,9,0,3,9,76,0.13,82,1,5,5,13.45,3,0,41,55.34,Medium
DR_134,TRIP_513,1,8,3,22,0,0.8,82,3,4,0,38.06,3,3,68,85.37,Low
DR_216,TRIP_514,1,8,6,30,98,0.44,77,1,0,2,28.07,4,3,29,80.24,High
DR_213,TRIP_515,3,8,5,3,58,0.1,80,2,0,4,29.21,1,3,31,60.13,Low
DR_150,TRIP_516,5,7,3,7,51,0.3,80,3,2,5,30.15,2,0,17,64.69,Medium
DR_280,TRIP_517,9,7,3,39,16,0.32,67,3,1,4,10.2,3,2,11,73.63,High
DR_40,TRIP_518,7,4,6,20,76,0.65,75,3,1,0,35.6,2,2,43,87.72,Low
DR_196,TRIP_519,9,2,6,22,105,0.26,74,3,2,4,36.59,0,0,35,51.33,Medium
DR_81,TRIP_520,6,2,0,39,107,0.5,81,0,4,1,8.57,4,0,45,57.15,High
DR_285,TRIP_521,6,5,1,12,85,0.3,82,2,1,2,27.32,4,0,65,53.0,Medium
DR_155,TRIP_522,0,4,4,1,66,0.29,91,2,1,4,30.0,0,0,22,69.14,Low
DR_163,TRIP_523,5,3,2,26,12,0.58,82,3,5,2,21.09,1,0,56,75.22,Low
DR_140,TRIP_524,7,3,0,15,8,0.55,83,0,1,1,33.04,1,1,52,82.88,High
DR_41,TRIP_525,0,1,1,29,105,0.67,92,2,5,1,30.67,3,2,60,65.54,High
DR_215,TRIP_526,4,6,5,18,28,0.26,78,0,1,4,15.42,1,1,47,87.56,Low
DR_193,TRIP_527,7,0,5,21,13,0.84,80,2,5,2,23.4,1,1,25,71.12,Low
DR_255,TRIP_528,0,6,2,5,113,0.84,90,3,2,3,37.3,0,1,51,79.52,Medium
DR_230,TRIP_529,4,3,1,0,40,0.65,90,1,3,5,7.83,2,2,39,89.96,Low
DR_298,TRIP_530,2,1,0,25,16,0.9,91,0,5,0,18.33,3,2,27,77.81,Low
DR_231,TRIP_531,8,7,1,25,72,0.18,74,0,0,3,30.34,0,2,21,74.57,High
DR_1,TRIP_532,6,4,6,37,53,0.63,73,1,3,0,37.47,3,1,63,88.95,High
DR_168,TRIP_533,6,1,3,5,85,0.86,86,2,1,4,36.65,3,3,57,73.56,High
DR_150,TRIP_534,7,6,5,8,58,0.21,76,2,3,2,39.6,2,3,57,81.04,Low
DR_109,TRIP_535,0,8,4,0,86,0.17,86,0,2,4,35.33,0,3,57,88.08,High
DR_231,TRIP_536,9,1,3,17,104,0.23,79,2,2,1,31.98,4,3,43,84.57,High
DR_268,TRIP_537,9,8,5,25,94,0.38,67,3,0,2,6.22,3,3,51,53.9,Low
DR_100,TRIP_538,5,8,2,39,55,0.25,73,2,5,2,31.39,3,0,40,51.42,High
DR_69,TRIP_539,7,6,3,6,51,0.88,78,0,3,0,27.86,3,0,69,69.1,Medium
DR_150,TRIP_540,0,3,5,40,8,0.51,83,1,3,5,37.72,1,0,63,73.46,Medium
